# real space correlation function weights for Xi_+ in Fourier space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# ell      W(ell)
1.000000000000000000e+00 9.999994789157935493e-01
1.000115137033713353e+00 9.999994787957944276e-01
1.000230287323963241e+00 9.999994786757676613e-01
1.000345450872275777e+00 9.999994785557134724e-01
1.000460627680177739e+00 9.999994784356313060e-01
1.000575817749195906e+00 9.999994783155212730e-01
1.000691021080856835e+00 9.999994781953840395e-01
1.000806237676687527e+00 9.999994780752189394e-01
1.000921467538215426e+00 9.999994779550264168e-01
1.001036710666967755e+00 9.999994778348064717e-01
1.001151967064471959e+00 9.999994777145574387e-01
1.001267236732256150e+00 9.999994775942825376e-01
1.001382519671847771e+00 9.999994774739795478e-01
1.001497815884775155e+00 9.999994773536479142e-01
1.001613125372566415e+00 9.999994772332895243e-01
1.001728448136750105e+00 9.999994771129030458e-01
1.001843784178854779e+00 9.999994769924882565e-01
1.001959133500409216e+00 9.999994768720462668e-01
1.002074496102942414e+00 9.999994767515766325e-01
1.002189871987983594e+00 9.999994766310785765e-01
1.002305261157061755e+00 9.999994765105546524e-01
1.002420663611706564e+00 9.999994763900017514e-01
1.002536079353447684e+00 9.999994762694206507e-01
1.002651508383815004e+00 9.999994761488122386e-01
1.002766950704338633e+00 9.999994760281756268e-01
1.002882406316548458e+00 9.999994759075114814e-01
1.002997875221974811e+00 9.999994757868199136e-01
1.003113357422148688e+00 9.999994756661000350e-01
1.003228852918600422e+00 9.999994755453521789e-01
1.003344361712861232e+00 9.999994754245765671e-01
1.003459883806461672e+00 9.999994753037737549e-01
1.003575419200933405e+00 9.999994751829428541e-01
1.003690967897807873e+00 9.999994750620851969e-01
1.003806529898616517e+00 9.999994749411981187e-01
1.003922105204891002e+00 9.999994748202839512e-01
1.004037693818163435e+00 9.999994746993414729e-01
1.004153295739966145e+00 9.999994745783715722e-01
1.004268910971831019e+00 9.999994744573735828e-01
1.004384539515290831e+00 9.999994743363475047e-01
1.004500181371878131e+00 9.999994742152935601e-01
1.004615836543125695e+00 9.999994740942127480e-01
