# real space correlation function weights for gamma_t in Fourier space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# ell      W(ell)
1.000000000000000000e+00 2.239619578498010005e-05
1.000115137033713353e+00 2.240135225297988536e-05
1.000230287323963241e+00 2.240651251003169636e-05
1.000345450872275777e+00 2.241167410278341606e-05
1.000460627680177739e+00 2.241683213106298624e-05
1.000575817749195906e+00 2.242199639029357022e-05
1.000691021080856835e+00 2.242716197917747078e-05
1.000806237676687527e+00 2.243232155354182080e-05
1.000921467538215426e+00 2.243748979738414813e-05
1.001036710666967755e+00 2.244265691858335590e-05
1.001151967064471959e+00 2.244782536251572610e-05
1.001267236732256150e+00 2.245299512717208979e-05
1.001382519671847771e+00 2.245816376597397791e-05
1.001497815884775155e+00 2.246333372261058949e-05
1.001613125372566415e+00 2.246850743852067897e-05
1.001728448136750105e+00 2.247368491001146731e-05
1.001843784178854779e+00 2.247885880643225352e-05
1.001959133500409216e+00 2.248403889618533829e-05
1.002074496102942414e+00 2.248921296791861729e-05
1.002189871987983594e+00 2.249439322785774478e-05
1.002305261157061755e+00 2.249957479048832036e-05
1.002420663611706564e+00 2.250475277479287544e-05
1.002536079353447684e+00 2.250993693793669381e-05
1.002651508383815004e+00 2.251511995939442501e-05
1.002766950704338633e+00 2.252030183885560437e-05
1.002882406316548458e+00 2.252548988780160826e-05
1.002997875221974811e+00 2.253067435406151667e-05
1.003113357422148688e+00 2.253586254743510502e-05
1.003228852918600422e+00 2.254105689982951682e-05
1.003344361712861232e+00 2.254624766581044093e-05
1.003459883806461672e+00 2.255143971567283718e-05
1.003575419200933405e+00 2.255663061353044860e-05
1.003690967897807873e+00 2.256182522575526291e-05
1.003806529898616517e+00 2.256702111590274710e-05
1.003922105204891002e+00 2.257222071420709027e-05
1.004037693818163435e+00 2.257741672203074086e-05
1.004153295739966145e+00 2.258261643404654669e-05
1.004268910971831019e+00 2.258781984659423783e-05
1.004384539515290831e+00 2.259301723609911957e-05
1.004500181371878131e+00 2.259822318213594914e-05
1.004615836543125695e+00 2.260342553339113404e-05
1.004731505030566741e+00 2.260862914784613997e-05
1.004847186835734263e+00 2.261383645126737569e-05
1.004962881960161702e+00 2.261904501282048185e-05
1.005078590405382499e+00 2.262425240390822154e-05
1.005194312172930537e+00 2.262946347636581997e-05
1.005310047264339479e+00 2.263467337553248893e-05
1.005425795681143875e+00 2.263988452606234062e-05
1.005541557424877386e+00 2.264510177476686479e-05
1.005657332497074785e+00 2.265031299716882069e-05
1.005773120899270401e+00 2.265553031269465598e-05
1.005888922632999449e+00 2.266074644788248146e-05
1.006004737699796259e+00 2.266596624675808525e-05
1.006120566101196712e+00 2.267118486248366198e-05
1.006236407838735580e+00 2.267640713685600885e-05
1.006352262913948303e+00 2.268162822527020438e-05
1.006468131328370985e+00 2.268685538722345116e-05
1.006584013083539064e+00 2.269207652055746068e-05
1.006699908180988645e+00 2.269729888477085516e-05
1.006815816622256055e+00 2.270252973267828595e-05
1.006931738408877619e+00 2.270775696880981628e-05
1.007047673542389887e+00 2.271299026312697362e-05
1.007163622024329408e+00 2.271821511081251592e-05
1.007279583856233174e+00 2.272344601277745388e-05
1.007395559039638400e+00 2.272868054825719978e-05
1.007511547576082078e+00 2.273391388379568983e-05
1.007627549467101868e+00 2.273915084783731071e-05
1.007743564714235429e+00 2.274438660915260770e-05
1.007859593319020197e+00 2.274962599396422377e-05
1.007975635282994498e+00 2.275486176057290409e-05
1.008091690607696211e+00 2.276010597106681708e-05
1.008207759294663886e+00 2.276534414899585411e-05
1.008323841345435845e+00 2.277058835256194562e-05
1.008439936761550637e+00 2.277583134506958905e-05
1.008556045544547475e+00 2.278107794608207127e-05
1.008672167695965127e+00 2.278632333326642627e-05
1.008788303217342808e+00 2.279156991515850512e-05
1.008904452110219951e+00 2.279681768982093343e-05
1.009020614376135994e+00 2.280206665531746502e-05
1.009136790016630814e+00 2.280731921685923486e-05
1.009252979033244291e+00 2.281256815107312531e-05
1.009369181427516526e+00 2.281782308350317428e-05
1.009485397200987622e+00 2.282307919792517670e-05
1.009601626355198345e+00 2.282833408747836368e-05
1.009717868891689019e+00 2.283359256064761039e-05
1.009834124812000411e+00 2.283884980619748850e-05
1.009950394117673733e+00 2.284410582386108777e-05
1.010066676810249975e+00 2.284936782152057394e-05
1.010182972891270570e+00 2.285463098960487064e-05
1.010299282362276951e+00 2.285989532618996965e-05
1.010415605224810776e+00 2.286515602723883354e-05
1.010531941480414142e+00 2.287042509666777283e-05
1.010648291130628706e+00 2.287569052782325275e-05
1.010764654176996791e+00 2.288095952029835432e-05
1.010881030621061161e+00 2.288622967167022255e-05
1.010997420464363916e+00 2.289149618343271477e-05
1.011113823708447823e+00 2.289676864795096154e-05
1.011230240354856091e+00 2.290204466280647180e-05
1.011346670405131931e+00 2.290731703451463075e-05
1.011463113860818108e+00 2.291259055664613691e-05
1.011579570723458499e+00 2.291787001835791194e-05
1.011696040994596535e+00 2.292314343951330926e-05
1.011812524675776093e+00 2.292842279532430894e-05
