# real space correlation function weights for w in Fourier space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# ell      W(ell)
1.000000000000000000e+00 9.999852892862510778e-01
1.000115137033713353e+00 9.999852858985744941e-01
1.000230287323963241e+00 9.999852825101175346e-01
1.000345450872275777e+00 9.999852791208794223e-01
1.000460627680177739e+00 9.999852757308608231e-01
1.000575817749195906e+00 9.999852723400617371e-01
1.000691021080856835e+00 9.999852689484814983e-01
1.000806237676687527e+00 9.999852655561206616e-01
1.000921467538215426e+00 9.999852621629782279e-01
1.001036710666967755e+00 9.999852587690549743e-01
1.001151967064471959e+00 9.999852553743502348e-01
1.001267236732256150e+00 9.999852519788642313e-01
1.001382519671847771e+00 9.999852485825954096e-01
1.001497815884775155e+00 9.999852451855444357e-01
1.001613125372566415e+00 9.999852417877114208e-01
1.001728448136750105e+00 9.999852383890955876e-01
1.001843784178854779e+00 9.999852349896974912e-01
1.001959133500409216e+00 9.999852315895157995e-01
1.002074496102942414e+00 9.999852281885517336e-01
1.002189871987983594e+00 9.999852247868042943e-01
1.002305261157061755e+00 9.999852213842732596e-01
1.002420663611706564e+00 9.999852179809590735e-01
1.002536079353447684e+00 9.999852145768611811e-01
1.002651508383815004e+00 9.999852111719803593e-01
1.002766950704338633e+00 9.999852077663142769e-01
1.002882406316548458e+00 9.999852043598637108e-01
1.002997875221974811e+00 9.999852009526294383e-01
1.003113357422148688e+00 9.999851975446093499e-01
1.003228852918600422e+00 9.999851941358056662e-01
1.003344361712861232e+00 9.999851907262160555e-01
1.003459883806461672e+00 9.999851873158418503e-01
1.003575419200933405e+00 9.999851839046820512e-01
1.003690967897807873e+00 9.999851804927367693e-01
1.003806529898616517e+00 9.999851770800067818e-01
1.003922105204891002e+00 9.999851736664899793e-01
1.004037693818163435e+00 9.999851702521869168e-01
1.004153295739966145e+00 9.999851668370972613e-01
1.004268910971831019e+00 9.999851634212213458e-01
1.004384539515290831e+00 9.999851600045590594e-01
1.004500181371878131e+00 9.999851565871096248e-01
1.004615836543125695e+00 9.999851531688738193e-01
1.004731505030566741e+00 9.999851497498503106e-01
1.004847186835734263e+00 9.999851463300396537e-01
1.004962881960161702e+00 9.999851429094428479e-01
1.005078590405382499e+00 9.999851394880568956e-01
1.005194312172930537e+00 9.999851360658831290e-01
1.005310047264339479e+00 9.999851326429213261e-01
1.005425795681143875e+00 9.999851292191707097e-01
1.005541557424877386e+00 9.999851257946321681e-01
1.005657332497074785e+00 9.999851223693045910e-01
1.005773120899270401e+00 9.999851189431889775e-01
1.005888922632999449e+00 9.999851155162839955e-01
1.006004737699796259e+00 9.999851120885897560e-01
1.006120566101196712e+00 9.999851086601062589e-01
1.006236407838735580e+00 9.999851052308343924e-01
1.006352262913948303e+00 9.999851018007716030e-01
1.006468131328370985e+00 9.999850983699192231e-01
1.006584013083539064e+00 9.999850949382763643e-01
1.006699908180988645e+00 9.999850915058434708e-01
1.006815816622256055e+00 9.999850880726198765e-01
1.006931738408877619e+00 9.999850846386059144e-01
1.007047673542389887e+00 9.999850812038004744e-01
1.007163622024329408e+00 9.999850777682049996e-01
1.007279583856233174e+00 9.999850743318177138e-01
1.007395559039638400e+00 9.999850708946408373e-01
1.007511547576082078e+00 9.999850674566698183e-01
1.007627549467101868e+00 9.999850640179095418e-01
1.007743564714235429e+00 9.999850605783556778e-01
1.007859593319020197e+00 9.999850571380102249e-01
1.007975635282994498e+00 9.999850536968726278e-01
1.008091690607696211e+00 9.999850502549417763e-01
1.008207759294663886e+00 9.999850468122187808e-01
1.008323841345435845e+00 9.999850433687030860e-01
1.008439936761550637e+00 9.999850399243949139e-01
1.008556045544547475e+00 9.999850364792923774e-01
1.008672167695965127e+00 9.999850330333984738e-01
1.008788303217342808e+00 9.999850295867100947e-01
1.008904452110219951e+00 9.999850261392272399e-01
1.009020614376135994e+00 9.999850226909506867e-01
1.009136790016630814e+00 9.999850192418799910e-01
1.009252979033244291e+00 9.999850157920152638e-01
1.009369181427516526e+00 9.999850123413560610e-01
1.009485397200987622e+00 9.999850088899026046e-01
1.009601626355198345e+00 9.999850054376533404e-01
1.009717868891689019e+00 9.999850019846111548e-01
1.009834124812000411e+00 9.999849985307711631e-01
1.009950394117673733e+00 9.999849950761378059e-01
1.010066676810249975e+00 9.999849916207073086e-01
1.010182972891270570e+00 9.999849881644828908e-01
1.010299282362276951e+00 9.999849847074614440e-01
1.010415605224810776e+00 9.999849812496439672e-01
1.010531941480414142e+00 9.999849777910295723e-01
1.010648291130628706e+00 9.999849743316194806e-01
1.010764654176996791e+00 9.999849708714123597e-01
1.010881030621061161e+00 9.999849674104083208e-01
1.010997420464363916e+00 9.999849639486090291e-01
1.011113823708447823e+00 9.999849604860097108e-01
1.011230240354856091e+00 9.999849570226143625e-01
1.011346670405131931e+00 9.999849535584225402e-01
1.011463113860818108e+00 9.999849500934323565e-01
1.011579570723458499e+00 9.999849466276437004e-01
1.011696040994596535e+00 9.999849431610560169e-01
1.011812524675776093e+00 9.999849396936714152e-01
1.011929021768541270e+00 9.999849362254876750e-01
1.012045532274436166e+00 9.999849327565053514e-01
1.012162056195004878e+00 9.999849292867246664e-01
1.012278593531792392e+00 9.999849258161442878e-01
1.012395144286343029e+00 9.999849223447654367e-01
1.012511708460201998e+00 9.999849188725876692e-01
1.012628286054914062e+00 9.999849153996093198e-01
1.012744877072024652e+00 9.999849119258308328e-01
1.012861481513078976e+00 9.999849084512529851e-01
1.012978099379622909e+00 9.999849049758744446e-01
1.013094730673202104e+00 9.999849014996958774e-01
1.013211375395362435e+00 9.999848980227169504e-01
1.013328033547649998e+00 9.999848945449366644e-01
1.013444705131611112e+00 9.999848910663564627e-01
1.013561390148792540e+00 9.999848875869759013e-01
1.013678088600740601e+00 9.999848841067928706e-01
1.013794800489002057e+00 9.999848806258071487e-01
1.013911525815124337e+00 9.999848771440227324e-01
1.014028264580654426e+00 9.999848736614350697e-01
1.014145016787139753e+00 9.999848701780449378e-01
1.014261782436127746e+00 9.999848666938525588e-01
1.014378561529166278e+00 9.999848632088579325e-01
1.014495354067803001e+00 9.999848597230612812e-01
1.014612160053586232e+00 9.999848562364614946e-01
1.014728979488064287e+00 9.999848527490591277e-01
1.014845812372785483e+00 9.999848492608536255e-01
1.014962658709298582e+00 9.999848457718459871e-01
1.015079518499152123e+00 9.999848422820333260e-01
1.015196391743895088e+00 9.999848387914175296e-01
1.015313278445076905e+00 9.999848352999977097e-01
1.015430178604246780e+00 9.999848318077740883e-01
1.015547092222954362e+00 9.999848283147451111e-01
1.015664019302749077e+00 9.999848248209125545e-01
1.015780959845181020e+00 9.999848213262754193e-01
1.015897913851799839e+00 9.999848178308338165e-01
1.016014881324156294e+00 9.999848143345865248e-01
1.016131862263800700e+00 9.999848108375364308e-01
1.016248856672283152e+00 9.999848073396792048e-01
1.016365864551155074e+00 9.999848038410164008e-01
1.016482885901966782e+00 9.999848003415482411e-01
1.016599920726269923e+00 9.999847968412731714e-01
1.016716969025615480e+00 9.999847933401927458e-01
1.016834030801555100e+00 9.999847898383061873e-01
1.016951106055640430e+00 9.999847863356129407e-01
1.017068194789423119e+00 9.999847828321133392e-01
1.017185297004455258e+00 9.999847793278067165e-01
1.017302412702289161e+00 9.999847758226938499e-01
1.017419541884477141e+00 9.999847723167739622e-01
1.017536684552571513e+00 9.999847688100461651e-01
