# real space correlation function weights for Xi_- in Fourier space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# ell      W(ell)
1.000000000000000000e+00 7.797030259747445866e-09
1.000115137033713353e+00 7.800985772013192939e-09
1.000230287323963241e+00 7.802544989245150874e-09
1.000345450872275777e+00 7.809940486831709170e-09
1.000460627680177739e+00 7.810796125401377356e-09
1.000575817749195906e+00 7.818632173580917259e-09
1.000691021080856835e+00 7.820551403785157264e-09
1.000806237676687527e+00 7.824793231694089407e-09
1.000921467538215426e+00 7.828507326198932809e-09
1.001036710666967755e+00 7.830431247937887332e-09
1.001151967064471959e+00 7.835109577012083871e-09
1.001267236732256150e+00 7.839174185583031906e-09
1.001382519671847771e+00 7.839790078421831021e-09
1.001497815884775155e+00 7.843616650559018602e-09
1.001613125372566415e+00 7.848350318682292053e-09
1.001728448136750105e+00 7.854328427776040906e-09
1.001843784178854779e+00 7.856617399291636547e-09
1.001959133500409216e+00 7.861357189329804957e-09
1.002074496102942414e+00 7.864677342897379095e-09
1.002189871987983594e+00 7.866399662096146586e-09
1.002305261157061755e+00 7.868980471570599343e-09
1.002420663611706564e+00 7.872771458306730875e-09
1.002536079353447684e+00 7.876022350021351379e-09
1.002651508383815004e+00 7.880143404131604507e-09
1.002766950704338633e+00 7.882338649655054394e-09
1.002882406316548458e+00 7.888757992364892312e-09
1.002997875221974811e+00 7.888720097027917374e-09
1.003113357422148688e+00 7.896794231172576089e-09
1.003228852918600422e+00 7.899154601619887420e-09
1.003344361712861232e+00 7.903534516952376466e-09
1.003459883806461672e+00 7.907683270630626806e-09
1.003575419200933405e+00 7.910929485498323979e-09
1.003690967897807873e+00 7.912606119138393082e-09
1.003806529898616517e+00 7.915722027783322827e-09
1.003922105204891002e+00 7.919614367257021878e-09
1.004037693818163435e+00 7.923098281577676059e-09
1.004153295739966145e+00 7.929714540461665908e-09
1.004268910971831019e+00 7.933036625863443691e-09
1.004384539515290831e+00 7.937135225561303962e-09
1.004500181371878131e+00 7.940838216720165160e-09
1.004615836543125695e+00 7.943500541504559278e-09
1.004731505030566741e+00 7.946576207513434225e-09
1.004847186835734263e+00 7.949425521177170882e-09
1.004962881960161702e+00 7.952459983937502524e-09
1.005078590405382499e+00 7.956092379702939827e-09
1.005194312172930537e+00 7.960215481144995985e-09
1.005310047264339479e+00 7.964201115242692688e-09
1.005425795681143875e+00 7.970564856881459573e-09
1.005541557424877386e+00 7.973973297857496890e-09
1.005657332497074785e+00 7.976948289769982037e-09
1.005773120899270401e+00 7.981487394295289668e-09
1.005888922632999449e+00 7.981750316881318414e-09
1.006004737699796259e+00 7.988624610039508345e-09
1.006120566101196712e+00 7.990528433691420816e-09
1.006236407838735580e+00 7.992083256157375909e-09
1.006352262913948303e+00 7.997386835565948591e-09
1.006468131328370985e+00 7.999051686767137747e-09
1.006584013083539064e+00 8.001181304446026178e-09
1.006699908180988645e+00 8.010488851691754503e-09
1.006815816622256055e+00 8.013334590410959512e-09
1.006931738408877619e+00 8.017482041787088038e-09
1.007047673542389887e+00 8.021824342910494763e-09
1.007163622024329408e+00 8.023173791866514279e-09
1.007279583856233174e+00 8.027207450034376435e-09
1.007395559039638400e+00 8.029700603517552755e-09
1.007511547576082078e+00 8.034769625606995309e-09
1.007627549467101868e+00 8.037155792345005387e-09
1.007743564714235429e+00 8.041500529288666939e-09
1.007859593319020197e+00 8.044115013231888158e-09
1.007975635282994498e+00 8.050165570546359039e-09
1.008091690607696211e+00 8.056486420140922146e-09
1.008207759294663886e+00 8.058361550957720004e-09
1.008323841345435845e+00 8.060962708527199669e-09
1.008439936761550637e+00 8.065299123782609738e-09
1.008556045544547475e+00 8.067703717938283128e-09
1.008672167695965127e+00 8.069192675498684808e-09
1.008788303217342808e+00 8.075460816115944152e-09
1.008904452110219951e+00 8.083371004068755315e-09
1.009020614376135994e+00 8.083032047643812199e-09
1.009136790016630814e+00 8.086905935490341016e-09
1.009252979033244291e+00 8.092377856717048473e-09
1.009369181427516526e+00 8.095288622662700725e-09
1.009485397200987622e+00 8.098748313539572942e-09
1.009601626355198345e+00 8.102235112774910401e-09
1.009717868891689019e+00 8.103156092468226008e-09
1.009834124812000411e+00 8.108775978036111174e-09
1.009950394117673733e+00 8.110283845065101495e-09
1.010066676810249975e+00 8.116502482326785989e-09
1.010182972891270570e+00 8.119667065598947004e-09
1.010299282362276951e+00 8.121866365491418112e-09
1.010415605224810776e+00 8.126225009949915735e-09
1.010531941480414142e+00 8.133280821079436572e-09
1.010648291130628706e+00 8.136320879471890750e-09
1.010764654176996791e+00 8.140032623115640867e-09
1.010881030621061161e+00 8.143408704101727377e-09
1.010997420464363916e+00 8.146997138761772009e-09
1.011113823708447823e+00 8.148244478846852406e-09
1.011230240354856091e+00 8.152360026871261391e-09
1.011346670405131931e+00 8.155244264480324535e-09
1.011463113860818108e+00 8.159524030561761440e-09
1.011579570723458499e+00 8.164727406282494437e-09
1.011696040994596535e+00 8.169863752960729333e-09
1.011812524675776093e+00 8.174468683505629603e-09
1.011929021768541270e+00 8.176012160096452034e-09
1.012045532274436166e+00 8.180747051343515223e-09
1.012162056195004878e+00 8.184599999091702795e-09
1.012278593531792392e+00 8.187632210713756269e-09
1.012395144286343029e+00 8.190939066931715420e-09
1.012511708460201998e+00 8.193555016672201657e-09
1.012628286054914062e+00 8.198643108915713175e-09
1.012744877072024652e+00 8.200602578371942609e-09
1.012861481513078976e+00 8.205179202518932618e-09
1.012978099379622909e+00 8.212965381663797409e-09
1.013094730673202104e+00 8.214761542934915093e-09
1.013211375395362435e+00 8.218382134263365064e-09
1.013328033547649998e+00 8.220821198949899713e-09
1.013444705131611112e+00 8.226286214393408115e-09
1.013561390148792540e+00 8.228689168740977619e-09
1.013678088600740601e+00 8.232756791001353813e-09
1.013794800489002057e+00 8.237040538151924913e-09
1.013911525815124337e+00 8.240095837839782869e-09
1.014028264580654426e+00 8.243053498473410329e-09
1.014145016787139753e+00 8.248590600624230333e-09
1.014261782436127746e+00 8.254238413171847607e-09
1.014378561529166278e+00 8.256510953275533846e-09
1.014495354067803001e+00 8.260147125082943232e-09
1.014612160053586232e+00 8.263719986406177172e-09
1.014728979488064287e+00 8.268374405455325843e-09
1.014845812372785483e+00 8.270636214151113013e-09
1.014962658709298582e+00 8.274737119748058878e-09
1.015079518499152123e+00 8.277722109769071357e-09
1.015196391743895088e+00 8.282799423908773203e-09
1.015313278445076905e+00 8.286508414295041350e-09
1.015430178604246780e+00 8.287958066462287355e-09
1.015547092222954362e+00 8.296005010492409119e-09
1.015664019302749077e+00 8.297453183024287115e-09
1.015780959845181020e+00 8.300138294483058642e-09
1.015897913851799839e+00 8.307278543048053013e-09
1.016014881324156294e+00 8.308773701228531109e-09
1.016131862263800700e+00 8.311435653508727953e-09
1.016248856672283152e+00 8.317976661088651023e-09
1.016365864551155074e+00 8.319848049699420523e-09
1.016482885901966782e+00 8.324376227396908221e-09
1.016599920726269923e+00 8.327115444016099640e-09
1.016716969025615480e+00 8.333348074387777759e-09
1.016834030801555100e+00 8.337098187685420111e-09
1.016951106055640430e+00 8.339049197005627915e-09
1.017068194789423119e+00 8.344998139269501929e-09
1.017185297004455258e+00 8.346428612954794929e-09
1.017302412702289161e+00 8.349652307986437415e-09
1.017419541884477141e+00 8.353826778692432196e-09
1.017536684552571513e+00 8.358112973094672504e-09
1.017653840708125479e+00 8.362695930663571262e-09
1.017771010352691574e+00 8.369297201961214601e-09
1.017888193487823001e+00 8.371978413661101415e-09
1.018005390115072961e+00 8.375530200971210116e-09
1.018122600235994879e+00 8.380657874168814627e-09
1.018239823852142623e+00 8.380929904490043793e-09
1.018357060965069616e+00 8.384709383046230558e-09
1.018474311576330171e+00 8.390669162317986640e-09
1.018591575687478157e+00 8.393408647130424278e-09
1.018708853300068329e+00 8.397215893530627064e-09
1.018826144415654777e+00 8.399246782794516428e-09
1.018943449035792259e+00 8.404301304420890382e-09
1.019060767162035752e+00 8.408521764228884591e-09
1.019178098795940457e+00 8.413149231893354931e-09
1.019295443939061352e+00 8.418912441203372789e-09
1.019412802592954082e+00 8.421967602270864399e-09
1.019530174759173846e+00 8.426106292029748803e-09
1.019647560439276957e+00 8.427999104883370735e-09
1.019764959634818835e+00 8.432966356159699860e-09
1.019882372347356014e+00 8.436159146047086340e-09
1.019999798578444583e+00 8.439851323864723536e-09
1.020117238329641074e+00 8.444284579002788539e-09
1.020234691602502020e+00 8.447163379324551380e-09
1.020352158398584619e+00 8.454324845454554145e-09
1.020469638719445626e+00 8.457380359475898735e-09
1.020587132566642241e+00 8.461156727967771382e-09
1.020704639941731884e+00 8.464893735019239712e-09
1.020822160846272197e+00 8.469357515562105618e-09
1.020939695281820825e+00 8.472778888085923909e-09
1.021057243249935853e+00 8.473900845243637994e-09
1.021174804752175147e+00 8.479583372744398860e-09
1.021292379790097016e+00 8.482488000459008644e-09
1.021409968365259990e+00 8.485929123404325594e-09
1.021527570479222824e+00 8.492210059012105473e-09
1.021645186133544048e+00 8.498055864581665401e-09
1.021762815329783081e+00 8.501215529552410788e-09
1.021880458069498676e+00 8.504505695915690161e-09
