# real space correlation function weights for Xi_- in Fourier space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# ell      W(ell)
1.000000000000000000e+00 7.228519793198954621e-08
1.000115137033713353e+00 7.231804024799901689e-08
1.000230287323963241e+00 7.235156454910540511e-08
1.000345450872275777e+00 7.238432287397903557e-08
1.000460627680177739e+00 7.241799604000343950e-08
1.000575817749195906e+00 7.245166307660304020e-08
1.000691021080856835e+00 7.248475409291236538e-08
1.000806237676687527e+00 7.251774204923294806e-08
1.000921467538215426e+00 7.255075617107786546e-08
1.001036710666967755e+00 7.258514105248412654e-08
1.001151967064471959e+00 7.261825822216066665e-08
1.001267236732256150e+00 7.265128626140274359e-08
1.001382519671847771e+00 7.268557398906132027e-08
1.001497815884775155e+00 7.271832132668206847e-08
1.001613125372566415e+00 7.275175161158072260e-08
1.001728448136750105e+00 7.278549305722964998e-08
1.001843784178854779e+00 7.281952313869736005e-08
1.001959133500409216e+00 7.285261100011703847e-08
1.002074496102942414e+00 7.288612377859783793e-08
1.002189871987983594e+00 7.291970287147974561e-08
1.002305261157061755e+00 7.295367926842245754e-08
1.002420663611706564e+00 7.298718147830963058e-08
1.002536079353447684e+00 7.302089471759043285e-08
1.002651508383815004e+00 7.305429756329094447e-08
1.002766950704338633e+00 7.308790783272901505e-08
1.002882406316548458e+00 7.312207289904932759e-08
1.002997875221974811e+00 7.315576167699716121e-08
1.003113357422148688e+00 7.318932724513810073e-08
1.003228852918600422e+00 7.322347031366846742e-08
1.003344361712861232e+00 7.325630587952452124e-08
1.003459883806461672e+00 7.329009341103119113e-08
1.003575419200933405e+00 7.332364344186682437e-08
1.003690967897807873e+00 7.335801351656445406e-08
1.003806529898616517e+00 7.339167297335544507e-08
1.003922105204891002e+00 7.342516748946775030e-08
1.004037693818163435e+00 7.345887131749906861e-08
1.004153295739966145e+00 7.349316105650485001e-08
1.004268910971831019e+00 7.352721083160896830e-08
1.004384539515290831e+00 7.356054150788267107e-08
1.004500181371878131e+00 7.359439952125816825e-08
1.004615836543125695e+00 7.362831063680487760e-08
1.004731505030566741e+00 7.366266725575225358e-08
1.004847186835734263e+00 7.369648230092182348e-08
1.004962881960161702e+00 7.372998115418434498e-08
1.005078590405382499e+00 7.376407764345307761e-08
1.005194312172930537e+00 7.379762514504278493e-08
1.005310047264339479e+00 7.383171459692229320e-08
1.005425795681143875e+00 7.386657998823023309e-08
1.005541557424877386e+00 7.390022448039290822e-08
1.005657332497074785e+00 7.393391882044946588e-08
1.005773120899270401e+00 7.396773354861160838e-08
1.005888922632999449e+00 7.400311624013238627e-08
1.006004737699796259e+00 7.403636209868453133e-08
1.006120566101196712e+00 7.407030242410035512e-08
1.006236407838735580e+00 7.410467041150445608e-08
1.006352262913948303e+00 7.413817934936817493e-08
1.006468131328370985e+00 7.417331717050686903e-08
1.006584013083539064e+00 7.420794378727813799e-08
1.006699908180988645e+00 7.424129529520295401e-08
1.006815816622256055e+00 7.427586572546404847e-08
1.006931738408877619e+00 7.430952544842667282e-08
1.007047673542389887e+00 7.434357426922806940e-08
1.007163622024329408e+00 7.437811640534390117e-08
1.007279583856233174e+00 7.441239682979374762e-08
1.007395559039638400e+00 7.444653102353327279e-08
1.007511547576082078e+00 7.448028284065258534e-08
1.007627549467101868e+00 7.451513697062329253e-08
1.007743564714235429e+00 7.454932783625643465e-08
1.007859593319020197e+00 7.458365928705277743e-08
1.007975635282994498e+00 7.461859542051392839e-08
1.008091690607696211e+00 7.465289355576453086e-08
1.008207759294663886e+00 7.468685244025964634e-08
1.008323841345435845e+00 7.472162858348424362e-08
1.008439936761550637e+00 7.475547154899554860e-08
1.008556045544547475e+00 7.479108511412452271e-08
1.008672167695965127e+00 7.482467572486233691e-08
1.008788303217342808e+00 7.485894649990060597e-08
1.008904452110219951e+00 7.489352975140137330e-08
1.009020614376135994e+00 7.492823036657462571e-08
1.009136790016630814e+00 7.496353836989054022e-08
1.009252979033244291e+00 7.499721861979467031e-08
1.009369181427516526e+00 7.503147197830709934e-08
1.009485397200987622e+00 7.506594423479169705e-08
