# real space correlation function weights for Xi_- in Fourier space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# ell      W(ell)
1.000000000000000000e+00 1.032852677565611802e-10
1.000115137033713353e+00 2.013527417999668683e-10
1.000230287323963241e+00 1.657638350199975067e-10
1.000345450872275777e+00 1.448182508474336985e-10
1.000460627680177739e+00 1.504421838516411183e-10
1.000575817749195906e+00 -3.048793715392731272e-10
1.000691021080856835e+00 -1.194715361883372480e-10
1.000806237676687527e+00 -2.802464943854765508e-10
1.000921467538215426e+00 -9.445438784992676114e-11
1.001036710666967755e+00 -1.854552004002099038e-10
1.001151967064471959e+00 -1.783157255990138964e-10
1.001267236732256150e+00 3.015563650582150382e-10
1.001382519671847771e+00 1.778506092700929986e-10
1.001497815884775155e+00 2.333517993252232076e-10
1.001613125372566415e+00 2.678242500754418219e-11
1.001728448136750105e+00 2.497376235364712300e-10
1.001843784178854779e+00 1.439588559040133398e-10
1.001959133500409216e+00 -2.331127902812985402e-10
1.002074496102942414e+00 -9.981076796994142589e-11
1.002189871987983594e+00 -3.289020909416176262e-11
1.002305261157061755e+00 -1.108622201173387439e-10
1.002420663611706564e+00 2.211436273830946434e-10
1.002536079353447684e+00 1.154897995037258257e-10
1.002651508383815004e+00 2.174291696348433592e-10
1.002766950704338633e+00 2.223211393921390114e-10
1.002882406316548458e+00 -8.380292785207621628e-11
1.002997875221974811e+00 3.504383089116720063e-10
1.003113357422148688e+00 -8.977739688576829834e-11
1.003228852918600422e+00 -1.273428367421011110e-10
1.003344361712861232e+00 -1.118213693375636353e-10
1.003459883806461672e+00 -1.215985328727081985e-10
1.003575419200933405e+00 -2.349845953052284010e-10
1.003690967897807873e+00 1.917319052769187702e-10
1.003806529898616517e+00 2.678863620649978350e-10
1.003922105204891002e+00 1.860624604901242877e-10
1.004037693818163435e+00 1.386662959622015993e-10
1.004153295739966145e+00 1.376111685385315491e-10
1.004268910971831019e+00 -2.558964336500590829e-10
1.004384539515290831e+00 -3.834449020743321385e-11
1.004500181371878131e+00 -2.343443676610686149e-10
1.004615836543125695e+00 -1.110572636539025260e-10
1.004731505030566741e+00 -1.520779099318246546e-10
1.004847186835734263e+00 2.398767410844545223e-10
1.004962881960161702e+00 1.762911687999620229e-10
1.005078590405382499e+00 2.993768023211903092e-10
1.005194312172930537e+00 2.160609152007240543e-10
1.005310047264339479e+00 1.633031396347930105e-10
1.005425795681143875e+00 -2.067088485465489237e-10
