# real space correlation function weights for Xi_+ in Real space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# theta[arcmin]      R(theta)
4.774325466696279108e+00 0.000000000000000000e+00
4.774564699118974076e+00 0.000000000000000000e+00
4.774803943529153827e+00 0.000000000000000000e+00
4.775043199927419657e+00 0.000000000000000000e+00
4.775282468314371087e+00 0.000000000000000000e+00
4.775521748690607637e+00 0.000000000000000000e+00
4.775761041056731493e+00 0.000000000000000000e+00
4.776000345413344839e+00 0.000000000000000000e+00
4.776239661761047195e+00 0.000000000000000000e+00
4.776478990100437194e+00 0.000000000000000000e+00
4.776718330432118798e+00 0.000000000000000000e+00
4.776957682756693302e+00 0.000000000000000000e+00
4.777197047074759340e+00 0.000000000000000000e+00
4.777436423386918207e+00 0.000000000000000000e+00
4.777675811693771202e+00 0.000000000000000000e+00
4.777915211995920508e+00 0.000000000000000000e+00
4.778154624293967423e+00 0.000000000000000000e+00
4.778394048588509690e+00 0.000000000000000000e+00
4.778633484880151272e+00 0.000000000000000000e+00
4.778872933169493464e+00 0.000000000000000000e+00
4.779112393457137564e+00 0.000000000000000000e+00
4.779351865743682204e+00 0.000000000000000000e+00
4.779591350029730457e+00 0.000000000000000000e+00
4.779830846315884507e+00 0.000000000000000000e+00
4.780070354602744764e+00 0.000000000000000000e+00
4.780309874890911637e+00 0.000000000000000000e+00
4.780549407180987309e+00 0.000000000000000000e+00
4.780788951473573967e+00 0.000000000000000000e+00
4.781028507769272018e+00 0.000000000000000000e+00
4.781268076068681872e+00 0.000000000000000000e+00
4.781507656372407489e+00 0.000000000000000000e+00
4.781747248681049278e+00 0.000000000000000000e+00
4.781986852995208537e+00 0.000000000000000000e+00
4.782226469315486561e+00 0.000000000000000000e+00
4.782466097642484648e+00 0.000000000000000000e+00
4.782705737976806759e+00 0.000000000000000000e+00
4.782945390319053303e+00 0.000000000000000000e+00
4.783185054669823799e+00 0.000000000000000000e+00
4.783424731029722210e+00 0.000000000000000000e+00
4.783664419399350720e+00 0.000000000000000000e+00
4.783904119779310626e+00 0.000000000000000000e+00
4.784143832170201449e+00 0.000000000000000000e+00
4.784383556572628038e+00 0.000000000000000000e+00
4.784623292987191689e+00 0.000000000000000000e+00
4.784863041414493701e+00 0.000000000000000000e+00
4.785102801855135368e+00 0.000000000000000000e+00
4.785342574309719765e+00 0.000000000000000000e+00
4.785582358778849077e+00 0.000000000000000000e+00
4.785822155263124600e+00 0.000000000000000000e+00
4.786061963763147631e+00 0.000000000000000000e+00
4.786301784279522131e+00 0.000000000000000000e+00
4.786541616812849398e+00 0.000000000000000000e+00
4.786781461363731616e+00 0.000000000000000000e+00
4.787021317932770081e+00 0.000000000000000000e+00
4.787261186520566980e+00 0.000000000000000000e+00
4.787501067127727161e+00 0.000000000000000000e+00
4.787740959754851033e+00 0.000000000000000000e+00
4.787980864402539893e+00 0.000000000000000000e+00
4.788220781071397703e+00 0.000000000000000000e+00
4.788460709762026646e+00 0.000000000000000000e+00
4.788700650475027132e+00 0.000000000000000000e+00
4.788940603211003122e+00 0.000000000000000000e+00
4.789180567970558577e+00 0.000000000000000000e+00
4.789420544754293907e+00 0.000000000000000000e+00
4.789660533562811295e+00 0.000000000000000000e+00
4.789900534396714704e+00 0.000000000000000000e+00
4.790140547256606318e+00 0.000000000000000000e+00
4.790380572143089211e+00 0.000000000000000000e+00
4.790620609056763790e+00 0.000000000000000000e+00
4.790860657998234906e+00 0.000000000000000000e+00
4.791100718968105632e+00 0.000000000000000000e+00
4.791340791966977264e+00 0.000000000000000000e+00
4.791580876995451987e+00 0.000000000000000000e+00
4.791820974054133764e+00 0.000000000000000000e+00
4.792061083143625666e+00 0.000000000000000000e+00
4.792301204264530767e+00 0.000000000000000000e+00
4.792541337417450364e+00 0.000000000000000000e+00
4.792781482602987531e+00 0.000000000000000000e+00
4.793021639821748003e+00 0.000000000000000000e+00
4.793261809074332191e+00 0.000000000000000000e+00
4.793501990361342280e+00 0.000000000000000000e+00
4.793742183683382230e+00 0.000000000000000000e+00
4.793982389041056891e+00 0.000000000000000000e+00
4.794222606434968448e+00 0.000000000000000000e+00
4.794462835865717310e+00 0.000000000000000000e+00
4.794703077333909214e+00 0.000000000000000000e+00
4.794943330840148121e+00 0.000000000000000000e+00
4.795183596385036218e+00 0.000000000000000000e+00
4.795423873969174799e+00 0.000000000000000000e+00
4.795664163593169604e+00 0.000000000000000000e+00
4.795904465257623706e+00 0.000000000000000000e+00
4.796144778963140176e+00 0.000000000000000000e+00
4.796385104710320313e+00 0.000000000000000000e+00
4.796625442499769854e+00 0.000000000000000000e+00
4.796865792332092759e+00 0.000000000000000000e+00
4.797106154207891215e+00 0.000000000000000000e+00
4.797346528127768295e+00 0.000000000000000000e+00
4.797586914092327071e+00 0.000000000000000000e+00
4.797827312102174169e+00 0.000000000000000000e+00
4.798067722157909998e+00 0.000000000000000000e+00
4.798308144260138519e+00 0.000000000000000000e+00
4.798548578409464582e+00 0.000000000000000000e+00
4.798789024606492148e+00 0.000000000000000000e+00
4.799029482851823403e+00 0.000000000000000000e+00
4.799269953146062306e+00 0.000000000000000000e+00
4.799510435489812821e+00 0.000000000000000000e+00
4.799750929883679795e+00 0.000000000000000000e+00
4.799991436328266303e+00 0.000000000000000000e+00
4.800231954824174530e+00 0.000000000000000000e+00
4.800472485372010212e+00 0.000000000000000000e+00
4.800713027972378200e+00 0.000000000000000000e+00
4.800953582625881566e+00 0.000000000000000000e+00
4.801194149333121608e+00 0.000000000000000000e+00
4.801434728094704951e+00 0.000000000000000000e+00
4.801675318911236445e+00 0.000000000000000000e+00
4.801915921783319163e+00 0.000000000000000000e+00
4.802156536711555290e+00 0.000000000000000000e+00
4.802397163696551452e+00 0.000000000000000000e+00
4.802637802738910722e+00 0.000000000000000000e+00
4.802878453839237949e+00 0.000000000000000000e+00
4.803119116998136207e+00 0.000000000000000000e+00
4.803359792216210344e+00 0.000000000000000000e+00
4.803600479494065212e+00 0.000000000000000000e+00
4.803841178832304770e+00 0.000000000000000000e+00
4.804081890231531204e+00 0.000000000000000000e+00
4.804322613692352029e+00 0.000000000000000000e+00
4.804563349215370316e+00 0.000000000000000000e+00
4.804804096801191804e+00 0.000000000000000000e+00
4.805044856450417790e+00 0.000000000000000000e+00
4.805285628163654010e+00 0.000000000000000000e+00
4.805526411941507980e+00 0.000000000000000000e+00
4.805767207784580997e+00 0.000000000000000000e+00
4.806008015693477908e+00 0.000000000000000000e+00
4.806248835668802677e+00 0.000000000000000000e+00
4.806489667711163705e+00 0.000000000000000000e+00
4.806730511821162288e+00 0.000000000000000000e+00
4.806971367999402389e+00 0.000000000000000000e+00
4.807212236246490633e+00 0.000000000000000000e+00
4.807453116563032758e+00 0.000000000000000000e+00
4.807694008949631836e+00 0.000000000000000000e+00
4.807934913406891830e+00 0.000000000000000000e+00
4.808175829935419365e+00 0.000000000000000000e+00
4.808416758535819291e+00 0.000000000000000000e+00
4.808657699208695568e+00 0.000000000000000000e+00
4.808898651954652159e+00 0.000000000000000000e+00
4.809139616774295689e+00 0.000000000000000000e+00
4.809380593668231896e+00 0.000000000000000000e+00
4.809621582637064741e+00 0.000000000000000000e+00
4.809862583681398185e+00 0.000000000000000000e+00
4.810103596801837966e+00 0.000000000000000000e+00
4.810344621998990711e+00 0.000000000000000000e+00
4.810585659273460379e+00 0.000000000000000000e+00
4.810826708625850934e+00 0.000000000000000000e+00
4.811067770056769000e+00 0.000000000000000000e+00
4.811308843566821203e+00 0.000000000000000000e+00
4.811549929156610617e+00 0.000000000000000000e+00
4.811791026826742090e+00 0.000000000000000000e+00
4.812032136577822250e+00 0.000000000000000000e+00
4.812273258410456833e+00 0.000000000000000000e+00
4.812514392325251578e+00 0.000000000000000000e+00
4.812755538322808668e+00 0.000000000000000000e+00
4.812996696403736507e+00 0.000000000000000000e+00
4.813237866568640833e+00 0.000000000000000000e+00
4.813479048818125605e+00 0.000000000000000000e+00
4.813720243152795675e+00 0.000000000000000000e+00
4.813961449573258555e+00 0.000000000000000000e+00
4.814202668080121761e+00 0.000000000000000000e+00
4.814443898673984812e+00 0.000000000000000000e+00
4.814685141355457887e+00 0.000000000000000000e+00
4.814926396125145835e+00 0.000000000000000000e+00
4.815167662983655283e+00 0.000000000000000000e+00
4.815408941931589304e+00 0.000000000000000000e+00
4.815650232969554523e+00 0.000000000000000000e+00
4.815891536098159342e+00 0.000000000000000000e+00
4.816132851318007724e+00 0.000000000000000000e+00
4.816374178629703628e+00 0.000000000000000000e+00
4.816615518033855459e+00 0.000000000000000000e+00
4.816856869531069840e+00 0.000000000000000000e+00
4.817098233121951623e+00 0.000000000000000000e+00
4.817339608807104767e+00 0.000000000000000000e+00
4.817580996587137676e+00 0.000000000000000000e+00
4.817822396462656975e+00 0.000000000000000000e+00
4.818063808434267514e+00 0.000000000000000000e+00
4.818305232502574142e+00 0.000000000000000000e+00
4.818546668668184374e+00 0.000000000000000000e+00
4.818788116931706611e+00 0.000000000000000000e+00
4.819029577293743927e+00 0.000000000000000000e+00
4.819271049754902059e+00 0.000000000000000000e+00
4.819512534315789409e+00 0.000000000000000000e+00
4.819754030977011716e+00 0.000000000000000000e+00
4.819995539739176493e+00 0.000000000000000000e+00
4.820237060602886814e+00 0.000000000000000000e+00
4.820478593568751080e+00 0.000000000000000000e+00
4.820720138637376806e+00 0.000000000000000000e+00
4.820961695809368841e+00 0.000000000000000000e+00
4.821203265085332923e+00 0.000000000000000000e+00
4.821444846465877454e+00 0.000000000000000000e+00
4.821686439951609060e+00 0.000000000000000000e+00
4.821928045543133479e+00 0.000000000000000000e+00
4.822169663241055559e+00 0.000000000000000000e+00
4.822411293045984593e+00 0.000000000000000000e+00
4.822652934958527204e+00 0.000000000000000000e+00
4.822894588979289132e+00 0.000000000000000000e+00
4.823136255108875226e+00 0.000000000000000000e+00
4.823377933347894775e+00 0.000000000000000000e+00
4.823619623696955294e+00 0.000000000000000000e+00
4.823861326156662521e+00 0.000000000000000000e+00
4.824103040727621305e+00 0.000000000000000000e+00
4.824344767410440937e+00 0.000000000000000000e+00
4.824586506205728043e+00 0.000000000000000000e+00
4.824828257114089247e+00 0.000000000000000000e+00
4.825070020136130289e+00 0.000000000000000000e+00
4.825311795272459570e+00 0.000000000000000000e+00
4.825553582523685492e+00 0.000000000000000000e+00
4.825795381890412905e+00 0.000000000000000000e+00
4.826037193373247547e+00 0.000000000000000000e+00
4.826279016972799596e+00 0.000000000000000000e+00
4.826520852689675678e+00 0.000000000000000000e+00
4.826762700524481531e+00 0.000000000000000000e+00
4.827004560477824668e+00 0.000000000000000000e+00
4.827246432550313493e+00 0.000000000000000000e+00
4.827488316742554630e+00 0.000000000000000000e+00
4.827730213055155595e+00 0.000000000000000000e+00
4.827972121488723012e+00 0.000000000000000000e+00
4.828214042043864396e+00 0.000000000000000000e+00
4.828455974721188149e+00 0.000000000000000000e+00
4.828697919521300896e+00 0.000000000000000000e+00
4.828939876444809265e+00 0.000000000000000000e+00
4.829181845492321656e+00 0.000000000000000000e+00
4.829423826664446473e+00 0.000000000000000000e+00
4.829665819961791229e+00 0.000000000000000000e+00
4.829907825384959885e+00 0.000000000000000000e+00
4.830149842934563509e+00 0.000000000000000000e+00
4.830391872611210502e+00 0.000000000000000000e+00
4.830633914415506602e+00 0.000000000000000000e+00
4.830875968348059324e+00 0.000000000000000000e+00
4.831118034409476181e+00 0.000000000000000000e+00
4.831360112600367351e+00 0.000000000000000000e+00
4.831602202921338574e+00 0.000000000000000000e+00
4.831844305372997361e+00 0.000000000000000000e+00
4.832086419955952117e+00 0.000000000000000000e+00
4.832328546670812131e+00 0.000000000000000000e+00
4.832570685518184028e+00 0.000000000000000000e+00
4.832812836498674436e+00 0.000000000000000000e+00
4.833054999612892644e+00 0.000000000000000000e+00
4.833297174861447942e+00 0.000000000000000000e+00
4.833539362244947846e+00 0.000000000000000000e+00
4.833781561763997203e+00 0.000000000000000000e+00
4.834023773419207082e+00 0.000000000000000000e+00
4.834265997211186772e+00 0.000000000000000000e+00
4.834508233140542011e+00 0.000000000000000000e+00
4.834750481207880313e+00 0.000000000000000000e+00
4.834992741413811856e+00 0.000000000000000000e+00
4.835235013758945044e+00 0.000000000000000000e+00
4.835477298243888278e+00 0.000000000000000000e+00
4.835719594869246407e+00 0.000000000000000000e+00
4.835961903635631387e+00 0.000000000000000000e+00
4.836204224543651620e+00 0.000000000000000000e+00
4.836446557593914619e+00 0.000000000000000000e+00
4.836688902787027011e+00 0.000000000000000000e+00
4.836931260123598086e+00 0.000000000000000000e+00
4.837173629604239800e+00 0.000000000000000000e+00
4.837416011229557000e+00 0.000000000000000000e+00
4.837658405000158091e+00 0.000000000000000000e+00
4.837900810916653249e+00 0.000000000000000000e+00
4.838143228979650878e+00 0.000000000000000000e+00
4.838385659189760268e+00 0.000000000000000000e+00
4.838628101547587157e+00 0.000000000000000000e+00
4.838870556053742611e+00 0.000000000000000000e+00
4.839113022708836809e+00 0.000000000000000000e+00
4.839355501513475488e+00 0.000000000000000000e+00
4.839597992468267940e+00 0.000000000000000000e+00
4.839840495573824342e+00 0.000000000000000000e+00
4.840083010830753096e+00 0.000000000000000000e+00
4.840325538239663494e+00 0.000000000000000000e+00
4.840568077801162161e+00 0.000000000000000000e+00
4.840810629515861052e+00 0.000000000000000000e+00
4.841053193384367681e+00 0.000000000000000000e+00
4.841295769407290450e+00 0.000000000000000000e+00
4.841538357585238650e+00 0.000000000000000000e+00
4.841780957918823347e+00 0.000000000000000000e+00
4.842023570408652056e+00 0.000000000000000000e+00
4.842266195055332290e+00 0.000000000000000000e+00
4.842508831859475116e+00 0.000000000000000000e+00
4.842751480821690713e+00 0.000000000000000000e+00
4.842994141942587483e+00 0.000000000000000000e+00
4.843236815222772051e+00 0.000000000000000000e+00
4.843479500662856374e+00 0.000000000000000000e+00
4.843722198263450629e+00 0.000000000000000000e+00
4.843964908025163218e+00 0.000000000000000000e+00
4.844207629948600768e+00 0.000000000000000000e+00
4.844450364034376122e+00 0.000000000000000000e+00
4.844693110283098569e+00 0.000000000000000000e+00
4.844935868695375625e+00 0.000000000000000000e+00
4.845178639271817467e+00 0.000000000000000000e+00
4.845421422013034274e+00 0.000000000000000000e+00
4.845664216919635336e+00 0.000000000000000000e+00
4.845907023992230833e+00 0.000000000000000000e+00
4.846149843231428278e+00 0.000000000000000000e+00
4.846392674637838738e+00 0.000000000000000000e+00
4.846635518212073279e+00 0.000000000000000000e+00
4.846878373954739416e+00 0.000000000000000000e+00
4.847121241866447328e+00 0.000000000000000000e+00
4.847364121947807192e+00 0.000000000000000000e+00
4.847607014199429187e+00 0.000000000000000000e+00
4.847849918621923493e+00 0.000000000000000000e+00
4.848092835215897622e+00 0.000000000000000000e+00
4.848335763981962643e+00 0.000000000000000000e+00
4.848578704920730509e+00 0.000000000000000000e+00
4.848821658032809623e+00 0.000000000000000000e+00
4.849064623318808387e+00 0.000000000000000000e+00
4.849307600779337868e+00 0.000000000000000000e+00
4.849550590415010021e+00 0.000000000000000000e+00
4.849793592226434136e+00 0.000000000000000000e+00
4.850036606214217727e+00 0.000000000000000000e+00
4.850279632378972750e+00 0.000000000000000000e+00
4.850522670721310270e+00 0.000000000000000000e+00
4.850765721241840467e+00 0.000000000000000000e+00
4.851008783941170854e+00 0.000000000000000000e+00
4.851251858819914276e+00 0.000000000000000000e+00
4.851494945878680909e+00 0.000000000000000000e+00
4.851738045118080933e+00 0.000000000000000000e+00
4.851981156538722750e+00 0.000000000000000000e+00
4.852224280141218316e+00 0.000000000000000000e+00
4.852467415926178695e+00 0.000000000000000000e+00
4.852710563894214069e+00 0.000000000000000000e+00
4.852953724045932837e+00 0.000000000000000000e+00
4.853196896381947845e+00 0.000000000000000000e+00
4.853440080902869269e+00 0.000000000000000000e+00
4.853683277609308178e+00 0.000000000000000000e+00
4.853926486501872084e+00 0.000000000000000000e+00
4.854169707581173832e+00 0.000000000000000000e+00
4.854412940847826263e+00 0.000000000000000000e+00
4.854656186302436893e+00 0.000000000000000000e+00
4.854899443945615900e+00 0.000000000000000000e+00
4.855142713777976127e+00 0.000000000000000000e+00
4.855385995800128640e+00 0.000000000000000000e+00
4.855629290012683619e+00 0.000000000000000000e+00
4.855872596416250353e+00 0.000000000000000000e+00
4.856115915011440798e+00 0.000000000000000000e+00
4.856359245798867796e+00 0.000000000000000000e+00
4.856602588779139751e+00 0.000000000000000000e+00
4.856845943952867728e+00 0.000000000000000000e+00
4.857089311320662794e+00 0.000000000000000000e+00
4.857332690883137793e+00 0.000000000000000000e+00
4.857576082640902904e+00 0.000000000000000000e+00
4.857819486594567415e+00 0.000000000000000000e+00
4.858062902744744171e+00 0.000000000000000000e+00
4.858306331092045127e+00 0.000000000000000000e+00
4.858549771637079573e+00 0.000000000000000000e+00
4.858793224380459463e+00 0.000000000000000000e+00
4.859036689322794977e+00 0.000000000000000000e+00
4.859280166464700734e+00 0.000000000000000000e+00
4.859523655806785136e+00 0.000000000000000000e+00
4.859767157349658362e+00 0.000000000000000000e+00
4.860010671093934143e+00 0.000000000000000000e+00
4.860254197040224433e+00 0.000000000000000000e+00
4.860497735189139412e+00 0.000000000000000000e+00
4.860741285541290146e+00 0.000000000000000000e+00
4.860984848097287703e+00 0.000000000000000000e+00
4.861228422857745812e+00 0.000000000000000000e+00
4.861472009823274654e+00 0.000000000000000000e+00
4.861715608994484406e+00 0.000000000000000000e+00
4.861959220371988799e+00 0.000000000000000000e+00
4.862202843956398901e+00 0.000000000000000000e+00
4.862446479748326666e+00 0.000000000000000000e+00
4.862690127748382274e+00 0.000000000000000000e+00
4.862933787957178566e+00 0.000000000000000000e+00
4.863177460375328387e+00 0.000000000000000000e+00
4.863421145003442803e+00 0.000000000000000000e+00
4.863664841842131104e+00 0.000000000000000000e+00
4.863908550892007909e+00 0.000000000000000000e+00
4.864152272153685175e+00 0.000000000000000000e+00
4.864396005627774855e+00 0.000000000000000000e+00
4.864639751314886240e+00 0.000000000000000000e+00
4.864883509215633062e+00 0.000000000000000000e+00
4.865127279330629051e+00 0.000000000000000000e+00
4.865371061660484386e+00 0.000000000000000000e+00
4.865614856205810135e+00 0.000000000000000000e+00
4.865858662967220027e+00 0.000000000000000000e+00
4.866102481945326907e+00 0.000000000000000000e+00
4.866346313140741842e+00 0.000000000000000000e+00
4.866590156554075897e+00 0.000000000000000000e+00
4.866834012185941916e+00 0.000000000000000000e+00
4.867077880036953630e+00 0.000000000000000000e+00
4.867321760107722994e+00 0.000000000000000000e+00
4.867565652398860188e+00 0.000000000000000000e+00
4.867809556910979829e+00 0.000000000000000000e+00
4.868053473644693874e+00 0.000000000000000000e+00
4.868297402600612500e+00 0.000000000000000000e+00
4.868541343779350328e+00 0.000000000000000000e+00
4.868785297181520200e+00 0.000000000000000000e+00
4.869029262807734959e+00 0.000000000000000000e+00
4.869273240658603896e+00 0.000000000000000000e+00
4.869517230734741631e+00 0.000000000000000000e+00
4.869761233036762782e+00 0.000000000000000000e+00
4.870005247565276640e+00 0.000000000000000000e+00
4.870249274320896937e+00 0.000000000000000000e+00
4.870493313304236516e+00 0.000000000000000000e+00
4.870737364515909107e+00 0.000000000000000000e+00
4.870981427956526666e+00 0.000000000000000000e+00
4.871225503626701148e+00 0.000000000000000000e+00
4.871469591527045395e+00 0.000000000000000000e+00
4.871713691658174028e+00 0.000000000000000000e+00
4.871957804020699001e+00 0.000000000000000000e+00
4.872201928615231381e+00 0.000000000000000000e+00
4.872446065442385787e+00 0.000000000000000000e+00
4.872690214502775952e+00 0.000000000000000000e+00
4.872934375797014717e+00 0.000000000000000000e+00
4.873178549325712261e+00 0.000000000000000000e+00
4.873422735089484092e+00 0.000000000000000000e+00
4.873666933088943942e+00 0.000000000000000000e+00
4.873911143324703765e+00 0.000000000000000000e+00
4.874155365797376405e+00 0.000000000000000000e+00
4.874399600507574704e+00 0.000000000000000000e+00
4.874643847455914170e+00 0.000000000000000000e+00
4.874888106643005870e+00 0.000000000000000000e+00
4.875132378069462646e+00 0.000000000000000000e+00
4.875376661735899120e+00 0.000000000000000000e+00
4.875620957642929021e+00 0.000000000000000000e+00
4.875865265791165193e+00 0.000000000000000000e+00
4.876109586181219591e+00 0.000000000000000000e+00
4.876353918813706834e+00 0.000000000000000000e+00
4.876598263689241541e+00 0.000000000000000000e+00
4.876842620808435669e+00 0.000000000000000000e+00
4.877086990171902059e+00 0.000000000000000000e+00
4.877331371780255331e+00 0.000000000000000000e+00
4.877575765634110105e+00 0.000000000000000000e+00
4.877820171734079224e+00 0.000000000000000000e+00
4.878064590080773755e+00 0.000000000000000000e+00
4.878309020674810093e+00 0.000000000000000000e+00
4.878553463516802857e+00 0.000000000000000000e+00
4.878797918607364004e+00 0.000000000000000000e+00
4.879042385947106375e+00 0.000000000000000000e+00
4.879286865536645479e+00 0.000000000000000000e+00
4.879531357376595047e+00 0.000000000000000000e+00
4.879775861467568809e+00 0.000000000000000000e+00
4.880020377810178722e+00 0.000000000000000000e+00
4.880264906405041181e+00 0.000000000000000000e+00
4.880509447252769917e+00 0.000000000000000000e+00
4.880754000353977773e+00 0.000000000000000000e+00
4.880998565709278481e+00 0.000000000000000000e+00
4.881243143319286659e+00 0.000000000000000000e+00
4.881487733184616928e+00 0.000000000000000000e+00
4.881732335305883907e+00 0.000000000000000000e+00
4.881976949683699551e+00 0.000000000000000000e+00
4.882221576318678480e+00 0.000000000000000000e+00
4.882466215211437088e+00 0.000000000000000000e+00
4.882710866362588220e+00 0.000000000000000000e+00
4.882955529772744718e+00 0.000000000000000000e+00
4.883200205442522090e+00 0.000000000000000000e+00
4.883444893372535844e+00 0.000000000000000000e+00
4.883689593563399711e+00 0.000000000000000000e+00
4.883934306015725646e+00 0.000000000000000000e+00
4.884179030730130044e+00 0.000000000000000000e+00
4.884423767707228414e+00 0.000000000000000000e+00
4.884668516947634487e+00 0.000000000000000000e+00
4.884913278451960217e+00 0.000000000000000000e+00
4.885158052220822889e+00 0.000000000000000000e+00
4.885402838254837121e+00 0.000000000000000000e+00
4.885647636554617534e+00 0.000000000000000000e+00
4.885892447120776083e+00 0.000000000000000000e+00
4.886137269953929163e+00 0.000000000000000000e+00
4.886382105054692282e+00 0.000000000000000000e+00
4.886626952423680059e+00 0.000000000000000000e+00
4.886871812061505338e+00 0.000000000000000000e+00
4.887116683968784514e+00 0.000000000000000000e+00
4.887361568146132207e+00 0.000000000000000000e+00
4.887606464594163924e+00 0.000000000000000000e+00
4.887851373313491621e+00 0.000000000000000000e+00
4.888096294304733469e+00 0.000000000000000000e+00
4.888341227568503200e+00 0.000000000000000000e+00
4.888586173105416322e+00 0.000000000000000000e+00
4.888831130916085677e+00 0.000000000000000000e+00
4.889076101001127661e+00 0.000000000000000000e+00
4.889321083361158671e+00 0.000000000000000000e+00
4.889566077996793325e+00 0.000000000000000000e+00
4.889811084908643579e+00 0.000000000000000000e+00
4.890056104097327605e+00 0.000000000000000000e+00
4.890301135563461798e+00 0.000000000000000000e+00
4.890546179307659003e+00 0.000000000000000000e+00
4.890791235330532949e+00 0.000000000000000000e+00
4.891036303632701809e+00 0.000000000000000000e+00
4.891281384214781092e+00 0.000000000000000000e+00
4.891526477077384527e+00 0.000000000000000000e+00
4.891771582221126735e+00 0.000000000000000000e+00
4.892016699646625000e+00 0.000000000000000000e+00
4.892261829354494829e+00 0.000000000000000000e+00
4.892506971345350841e+00 0.000000000000000000e+00
4.892752125619807657e+00 0.000000000000000000e+00
4.892997292178480784e+00 0.000000000000000000e+00
4.893242471021988393e+00 0.000000000000000000e+00
4.893487662150944217e+00 0.000000000000000000e+00
4.893732865565962875e+00 0.000000000000000000e+00
4.893978081267662539e+00 0.000000000000000000e+00
4.894223309256656940e+00 0.000000000000000000e+00
4.894468549533561585e+00 0.000000000000000000e+00
4.894713802098991984e+00 0.000000000000000000e+00
4.894959066953567195e+00 0.000000000000000000e+00
4.895204344097899174e+00 0.000000000000000000e+00
4.895449633532605205e+00 0.000000000000000000e+00
4.895694935258299907e+00 0.000000000000000000e+00
4.895940249275602341e+00 0.000000000000000000e+00
4.896185575585126237e+00 0.000000000000000000e+00
4.896430914187486216e+00 0.000000000000000000e+00
4.896676265083299562e+00 0.000000000000000000e+00
4.896921628273184446e+00 0.000000000000000000e+00
4.897167003757753712e+00 0.000000000000000000e+00
4.897412391537624643e+00 0.000000000000000000e+00
4.897657791613412748e+00 0.000000000000000000e+00
4.897903203985735310e+00 0.000000000000000000e+00
4.898148628655208725e+00 0.000000000000000000e+00
4.898394065622446725e+00 0.000000000000000000e+00
4.898639514888067481e+00 0.000000000000000000e+00
4.898884976452687390e+00 0.000000000000000000e+00
4.899130450316922847e+00 0.000000000000000000e+00
4.899375936481387583e+00 0.000000000000000000e+00
4.899621434946700660e+00 0.000000000000000000e+00
4.899866945713478472e+00 0.000000000000000000e+00
4.900112468782337416e+00 0.000000000000000000e+00
4.900358004153891223e+00 0.000000000000000000e+00
4.900603551828758064e+00 0.000000000000000000e+00
4.900849111807556113e+00 0.000000000000000000e+00
4.901094684090900877e+00 0.000000000000000000e+00
4.901340268679406975e+00 0.000000000000000000e+00
4.901585865573692580e+00 0.000000000000000000e+00
4.901831474774374975e+00 0.000000000000000000e+00
4.902077096282070556e+00 0.000000000000000000e+00
4.902322730097393944e+00 0.000000000000000000e+00
4.902568376220964197e+00 0.000000000000000000e+00
4.902814034653397712e+00 0.000000000000000000e+00
4.903059705395310885e+00 0.000000000000000000e+00
4.903305388447319224e+00 0.000000000000000000e+00
4.903551083810040900e+00 0.000000000000000000e+00
4.903796791484094086e+00 0.000000000000000000e+00
4.904042511470094290e+00 0.000000000000000000e+00
4.904288243768657019e+00 0.000000000000000000e+00
4.904533988380400444e+00 0.000000000000000000e+00
4.904779745305943628e+00 0.000000000000000000e+00
4.905025514545901189e+00 0.000000000000000000e+00
4.905271296100889522e+00 0.000000000000000000e+00
4.905517089971526801e+00 0.000000000000000000e+00
4.905762896158432085e+00 0.000000000000000000e+00
4.906008714662219994e+00 0.000000000000000000e+00
4.906254545483507812e+00 0.000000000000000000e+00
4.906500388622912823e+00 0.000000000000000000e+00
4.906746244081054087e+00 0.000000000000000000e+00
4.906992111858547112e+00 0.000000000000000000e+00
4.907237991956009182e+00 0.000000000000000000e+00
4.907483884374057581e+00 0.000000000000000000e+00
4.907729789113311369e+00 0.000000000000000000e+00
4.907975706174386943e+00 0.000000000000000000e+00
4.908221635557900697e+00 0.000000000000000000e+00
4.908467577264469917e+00 0.000000000000000000e+00
4.908713531294714549e+00 0.000000000000000000e+00
4.908959497649250991e+00 0.000000000000000000e+00
4.909205476328695639e+00 0.000000000000000000e+00
4.909451467333665775e+00 0.000000000000000000e+00
4.909697470664782237e+00 0.000000000000000000e+00
4.909943486322659645e+00 0.000000000000000000e+00
4.910189514307916170e+00 0.000000000000000000e+00
4.910435554621169096e+00 0.000000000000000000e+00
4.910681607263039261e+00 0.000000000000000000e+00
4.910927672234141284e+00 0.000000000000000000e+00
4.911173749535092448e+00 0.000000000000000000e+00
4.911419839166511814e+00 0.000000000000000000e+00
4.911665941129019330e+00 0.000000000000000000e+00
4.911912055423230505e+00 0.000000000000000000e+00
4.912158182049762623e+00 0.000000000000000000e+00
4.912404321009234742e+00 0.000000000000000000e+00
4.912650472302265925e+00 0.000000000000000000e+00
4.912896635929472566e+00 0.000000000000000000e+00
4.913142811891471951e+00 0.000000000000000000e+00
4.913389000188884026e+00 0.000000000000000000e+00
4.913635200822326965e+00 0.000000000000000000e+00
4.913881413792418051e+00 0.000000000000000000e+00
4.914127639099774569e+00 0.000000000000000000e+00
4.914373876745015579e+00 0.000000000000000000e+00
4.914620126728761029e+00 0.000000000000000000e+00
