# real space correlation function weights for Xi_+ in Real space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# theta[arcmin]      R(theta)
2.334627419593262232e+01 0.000000000000000000e+00
2.334744403359362863e+01 0.000000000000000000e+00
2.334861392987297890e+01 0.000000000000000000e+00
2.334978388477362188e+01 0.000000000000000000e+00
2.335095389829849921e+01 0.000000000000000000e+00
2.335212397045053478e+01 0.000000000000000000e+00
2.335329410123267380e+01 0.000000000000000000e+00
2.335446429064785079e+01 0.000000000000000000e+00
2.335563453869902162e+01 0.000000000000000000e+00
2.335680484538909596e+01 0.000000000000000000e+00
2.335797521072102612e+01 0.000000000000000000e+00
2.335914563469775018e+01 0.000000000000000000e+00
2.336031611732222046e+01 0.000000000000000000e+00
2.336148665859735019e+01 0.000000000000000000e+00
2.336265725852608810e+01 0.000000000000000000e+00
2.336382791711137941e+01 0.000000000000000000e+00
2.336499863435616575e+01 0.000000000000000000e+00
2.336616941026337102e+01 0.000000000000000000e+00
2.336734024483594396e+01 0.000000000000000000e+00
2.336851113807682268e+01 0.000000000000000000e+00
2.336968208998895946e+01 0.000000000000000000e+00
2.337085310057527110e+01 0.000000000000000000e+00
2.337202416983870989e+01 0.000000000000000000e+00
2.337319529778221394e+01 0.000000000000000000e+00
2.337436648440873910e+01 0.000000000000000000e+00
2.337553772972119859e+01 0.000000000000000000e+00
2.337670903372254472e+01 0.000000000000000000e+00
2.337788039641572269e+01 0.000000000000000000e+00
2.337905181780368125e+01 0.000000000000000000e+00
2.338022329788934073e+01 0.000000000000000000e+00
2.338139483667564988e+01 0.000000000000000000e+00
2.338256643416555391e+01 0.000000000000000000e+00
2.338373809036200512e+01 0.000000000000000000e+00
2.338490980526792029e+01 0.000000000000000000e+00
2.338608157888625527e+01 0.000000000000000000e+00
2.338725341121995172e+01 0.000000000000000000e+00
2.338842530227196193e+01 0.000000000000000000e+00
2.338959725204520268e+01 0.000000000000000000e+00
2.339076926054263339e+01 0.000000000000000000e+00
2.339194132776719570e+01 0.000000000000000000e+00
2.339311345372183837e+01 0.000000000000000000e+00
2.339428563840948883e+01 0.000000000000000000e+00
2.339545788183309583e+01 0.000000000000000000e+00
2.339663018399560457e+01 0.000000000000000000e+00
2.339780254489997091e+01 0.000000000000000000e+00
2.339897496454911163e+01 0.000000000000000000e+00
2.340014744294598614e+01 0.000000000000000000e+00
2.340131998009353609e+01 0.000000000000000000e+00
2.340249257599471733e+01 0.000000000000000000e+00
2.340366523065245019e+01 0.000000000000000000e+00
2.340483794406969409e+01 0.000000000000000000e+00
2.340601071624938712e+01 0.000000000000000000e+00
2.340718354719448868e+01 0.000000000000000000e+00
2.340835643690791912e+01 0.000000000000000000e+00
2.340952938539263783e+01 0.000000000000000000e+00
2.341070239265158648e+01 0.000000000000000000e+00
2.341187545868772091e+01 0.000000000000000000e+00
2.341304858350396856e+01 0.000000000000000000e+00
2.341422176710327818e+01 0.000000000000000000e+00
2.341539500948860208e+01 0.000000000000000000e+00
2.341656831066289612e+01 0.000000000000000000e+00
2.341774167062908418e+01 0.000000000000000000e+00
2.341891508939011857e+01 0.000000000000000000e+00
2.342008856694894803e+01 0.000000000000000000e+00
2.342126210330853553e+01 0.000000000000000000e+00
2.342243569847179430e+01 0.000000000000000000e+00
2.342360935244169085e+01 0.000000000000000000e+00
2.342478306522116682e+01 0.000000000000000000e+00
2.342595683681318519e+01 0.000000000000000000e+00
2.342713066722066628e+01 0.000000000000000000e+00
2.342830455644656951e+01 0.000000000000000000e+00
2.342947850449384362e+01 0.000000000000000000e+00
2.343065251136544447e+01 0.000000000000000000e+00
2.343182657706429950e+01 0.000000000000000000e+00
2.343300070159336812e+01 0.000000000000000000e+00
2.343417488495559553e+01 0.000000000000000000e+00
2.343534912715394469e+01 0.000000000000000000e+00
2.343652342819133594e+01 0.000000000000000000e+00
2.343769778807073223e+01 0.000000000000000000e+00
2.343887220679508587e+01 0.000000000000000000e+00
2.344004668436734917e+01 0.000000000000000000e+00
2.344122122079045312e+01 0.000000000000000000e+00
2.344239581606735712e+01 0.000000000000000000e+00
2.344357047020100637e+01 0.000000000000000000e+00
2.344474518319436740e+01 0.000000000000000000e+00
2.344591995505036408e+01 0.000000000000000000e+00
2.344709478577195938e+01 0.000000000000000000e+00
2.344826967536209850e+01 0.000000000000000000e+00
2.344944462382374439e+01 0.000000000000000000e+00
2.345061963115982451e+01 0.000000000000000000e+00
2.345179469737330535e+01 0.000000000000000000e+00
2.345296982246712858e+01 0.000000000000000000e+00
2.345414500644426070e+01 0.000000000000000000e+00
2.345532024930762915e+01 0.000000000000000000e+00
2.345649555106019335e+01 0.000000000000000000e+00
2.345767091170490914e+01 0.000000000000000000e+00
2.345884633124473595e+01 0.000000000000000000e+00
2.346002180968260120e+01 0.000000000000000000e+00
2.346119734702146786e+01 0.000000000000000000e+00
2.346237294326428824e+01 0.000000000000000000e+00
2.346354859841402885e+01 0.000000000000000000e+00
2.346472431247361001e+01 0.000000000000000000e+00
2.346590008544600181e+01 0.000000000000000000e+00
2.346707591733415299e+01 0.000000000000000000e+00
2.346825180814103007e+01 0.000000000000000000e+00
2.346942775786956048e+01 0.000000000000000000e+00
2.347060376652271074e+01 0.000000000000000000e+00
2.347177983410342961e+01 0.000000000000000000e+00
2.347295596061468004e+01 0.000000000000000000e+00
2.347413214605940013e+01 0.000000000000000000e+00
2.347530839044054574e+01 0.000000000000000000e+00
2.347648469376107272e+01 0.000000000000000000e+00
2.347766105602394759e+01 0.000000000000000000e+00
2.347883747723210135e+01 0.000000000000000000e+00
2.348001395738849695e+01 0.000000000000000000e+00
2.348119049649609735e+01 0.000000000000000000e+00
2.348236709455784066e+01 0.000000000000000000e+00
2.348354375157668628e+01 0.000000000000000000e+00
2.348472046755559006e+01 0.000000000000000000e+00
2.348589724249752209e+01 0.000000000000000000e+00
2.348707407640540623e+01 0.000000000000000000e+00
2.348825096928221257e+01 0.000000000000000000e+00
2.348942792113089695e+01 0.000000000000000000e+00
2.349060493195442589e+01 0.000000000000000000e+00
2.349178200175573039e+01 0.000000000000000000e+00
2.349295913053777696e+01 0.000000000000000000e+00
2.349413631830351790e+01 0.000000000000000000e+00
2.349531356505592683e+01 0.000000000000000000e+00
2.349649087079793475e+01 0.000000000000000000e+00
2.349766823553250461e+01 0.000000000000000000e+00
2.349884565926259583e+01 0.000000000000000000e+00
2.350002314199117848e+01 0.000000000000000000e+00
2.350120068372117998e+01 0.000000000000000000e+00
2.350237828445557042e+01 0.000000000000000000e+00
2.350355594419730920e+01 0.000000000000000000e+00
2.350473366294936284e+01 0.000000000000000000e+00
2.350591144071466232e+01 0.000000000000000000e+00
2.350708927749618127e+01 0.000000000000000000e+00
2.350826717329687554e+01 0.000000000000000000e+00
2.350944512811971165e+01 0.000000000000000000e+00
2.351062314196762415e+01 0.000000000000000000e+00
2.351180121484358665e+01 0.000000000000000000e+00
2.351297934675055146e+01 0.000000000000000000e+00
2.351415753769148864e+01 0.000000000000000000e+00
2.351533578766933630e+01 0.000000000000000000e+00
2.351651409668706449e+01 0.000000000000000000e+00
2.351769246474762909e+01 0.000000000000000000e+00
2.351887089185400015e+01 0.000000000000000000e+00
2.352004937800911222e+01 0.000000000000000000e+00
2.352122792321593892e+01 0.000000000000000000e+00
2.352240652747743965e+01 0.000000000000000000e+00
2.352358519079658095e+01 0.000000000000000000e+00
2.352476391317630089e+01 0.000000000000000000e+00
2.352594269461957310e+01 0.000000000000000000e+00
2.352712153512935345e+01 0.000000000000000000e+00
2.352830043470861554e+01 0.000000000000000000e+00
2.352947939336029393e+01 0.000000000000000000e+00
2.353065841108735867e+01 0.000000000000000000e+00
2.353183748789277629e+01 0.000000000000000000e+00
2.353301662377951686e+01 0.000000000000000000e+00
2.353419581875051136e+01 0.000000000000000000e+00
2.353537507280873697e+01 0.000000000000000000e+00
2.353655438595715665e+01 0.000000000000000000e+00
2.353773375819874047e+01 0.000000000000000000e+00
2.353891318953642298e+01 0.000000000000000000e+00
2.354009267997318133e+01 0.000000000000000000e+00
2.354127222951197496e+01 0.000000000000000000e+00
2.354245183815577747e+01 0.000000000000000000e+00
2.354363150590753051e+01 0.000000000000000000e+00
2.354481123277020060e+01 0.000000000000000000e+00
2.354599101874675426e+01 0.000000000000000000e+00
2.354717086384016511e+01 0.000000000000000000e+00
2.354835076805337124e+01 0.000000000000000000e+00
2.354953073138934272e+01 0.000000000000000000e+00
2.355071075385104962e+01 0.000000000000000000e+00
2.355189083544146555e+01 0.000000000000000000e+00
2.355307097616352152e+01 0.000000000000000000e+00
2.355425117602020180e+01 0.000000000000000000e+00
2.355543143501446579e+01 0.000000000000000000e+00
2.355661175314928713e+01 0.000000000000000000e+00
2.355779213042760745e+01 0.000000000000000000e+00
2.355897256685240038e+01 0.000000000000000000e+00
2.356015306242662888e+01 0.000000000000000000e+00
2.356133361715327368e+01 0.000000000000000000e+00
2.356251423103527287e+01 0.000000000000000000e+00
2.356369490407560008e+01 0.000000000000000000e+00
2.356487563627721826e+01 0.000000000000000000e+00
2.356605642764311170e+01 0.000000000000000000e+00
2.356723727817621139e+01 0.000000000000000000e+00
2.356841818787950160e+01 0.000000000000000000e+00
2.356959915675594530e+01 0.000000000000000000e+00
2.357078018480851611e+01 0.000000000000000000e+00
2.357196127204015923e+01 0.000000000000000000e+00
2.357314241845385183e+01 0.000000000000000000e+00
2.357432362405255688e+01 0.000000000000000000e+00
2.357550488883925155e+01 0.000000000000000000e+00
2.357668621281688104e+01 0.000000000000000000e+00
2.357786759598842252e+01 0.000000000000000000e+00
2.357904903835683896e+01 0.000000000000000000e+00
2.358023053992511109e+01 0.000000000000000000e+00
2.358141210069618410e+01 0.000000000000000000e+00
2.358259372067303161e+01 0.000000000000000000e+00
2.358377539985862015e+01 0.000000000000000000e+00
2.358495713825593043e+01 0.000000000000000000e+00
2.358613893586790766e+01 0.000000000000000000e+00
2.358732079269752901e+01 0.000000000000000000e+00
2.358850270874776101e+01 0.000000000000000000e+00
2.358968468402158436e+01 0.000000000000000000e+00
2.359086671852194073e+01 0.000000000000000000e+00
2.359204881225181438e+01 0.000000000000000000e+00
2.359323096521416474e+01 0.000000000000000000e+00
2.359441317741198318e+01 0.000000000000000000e+00
2.359559544884820426e+01 0.000000000000000000e+00
2.359677777952581224e+01 0.000000000000000000e+00
2.359796016944777364e+01 0.000000000000000000e+00
2.359914261861707274e+01 0.000000000000000000e+00
2.360032512703665120e+01 0.000000000000000000e+00
2.360150769470948973e+01 0.000000000000000000e+00
2.360269032163855840e+01 0.000000000000000000e+00
2.360387300782684150e+01 0.000000000000000000e+00
2.360505575327728067e+01 0.000000000000000000e+00
2.360623855799285664e+01 0.000000000000000000e+00
2.360742142197655369e+01 0.000000000000000000e+00
2.360860434523131346e+01 0.000000000000000000e+00
2.360978732776012734e+01 0.000000000000000000e+00
2.361097036956595474e+01 0.000000000000000000e+00
2.361215347065178349e+01 0.000000000000000000e+00
2.361333663102055880e+01 0.000000000000000000e+00
2.361451985067526138e+01 0.000000000000000000e+00
2.361570312961886842e+01 0.000000000000000000e+00
2.361688646785435353e+01 0.000000000000000000e+00
2.361806986538466901e+01 0.000000000000000000e+00
2.361925332221279916e+01 0.000000000000000000e+00
2.362043683834171404e+01 0.000000000000000000e+00
2.362162041377439436e+01 0.000000000000000000e+00
2.362280404851379245e+01 0.000000000000000000e+00
2.362398774256288903e+01 0.000000000000000000e+00
2.362517149592465415e+01 0.000000000000000000e+00
2.362635530860207567e+01 0.000000000000000000e+00
2.362753918059810232e+01 0.000000000000000000e+00
2.362872311191571484e+01 0.000000000000000000e+00
2.362990710255788684e+01 0.000000000000000000e+00
2.363109115252760262e+01 0.000000000000000000e+00
2.363227526182781091e+01 0.000000000000000000e+00
2.363345943046149955e+01 0.000000000000000000e+00
2.363464365843164217e+01 0.000000000000000000e+00
2.363582794574121593e+01 0.000000000000000000e+00
2.363701229239318025e+01 0.000000000000000000e+00
2.363819669839051230e+01 0.000000000000000000e+00
2.363938116373619280e+01 0.000000000000000000e+00
2.364056568843320250e+01 0.000000000000000000e+00
2.364175027248449368e+01 0.000000000000000000e+00
2.364293491589305418e+01 0.000000000000000000e+00
2.364411961866185408e+01 0.000000000000000000e+00
2.364530438079388119e+01 0.000000000000000000e+00
2.364648920229208784e+01 0.000000000000000000e+00
2.364767408315946184e+01 0.000000000000000000e+00
2.364885902339897328e+01 0.000000000000000000e+00
2.365004402301361353e+01 0.000000000000000000e+00
2.365122908200633134e+01 0.000000000000000000e+00
2.365241420038011100e+01 0.000000000000000000e+00
2.365359937813793678e+01 0.000000000000000000e+00
2.365478461528278942e+01 0.000000000000000000e+00
2.365596991181762476e+01 0.000000000000000000e+00
2.365715526774542354e+01 0.000000000000000000e+00
2.365834068306917004e+01 0.000000000000000000e+00
2.365952615779184853e+01 0.000000000000000000e+00
2.366071169191641488e+01 0.000000000000000000e+00
2.366189728544585336e+01 0.000000000000000000e+00
2.366308293838314114e+01 0.000000000000000000e+00
2.366426865073126606e+01 0.000000000000000000e+00
2.366545442249318754e+01 0.000000000000000000e+00
2.366664025367188628e+01 0.000000000000000000e+00
2.366782614427034304e+01 0.000000000000000000e+00
2.366901209429154918e+01 0.000000000000000000e+00
2.367019810373845701e+01 0.000000000000000000e+00
2.367138417261405792e+01 0.000000000000000000e+00
2.367257030092132553e+01 0.000000000000000000e+00
2.367375648866325122e+01 0.000000000000000000e+00
2.367494273584279085e+01 0.000000000000000000e+00
2.367612904246293581e+01 0.000000000000000000e+00
2.367731540852665972e+01 0.000000000000000000e+00
2.367850183403695752e+01 0.000000000000000000e+00
2.367968831899678150e+01 0.000000000000000000e+00
2.368087486340912662e+01 0.000000000000000000e+00
2.368206146727696648e+01 0.000000000000000000e+00
2.368324813060329603e+01 0.000000000000000000e+00
2.368443485339106758e+01 0.000000000000000000e+00
2.368562163564327605e+01 0.000000000000000000e+00
2.368680847736289863e+01 0.000000000000000000e+00
2.368799537855292670e+01 0.000000000000000000e+00
2.368918233921631966e+01 0.000000000000000000e+00
2.369036935935606536e+01 0.000000000000000000e+00
2.369155643897514807e+01 0.000000000000000000e+00
2.369274357807655562e+01 0.000000000000000000e+00
2.369393077666324743e+01 0.000000000000000000e+00
2.369511803473821843e+01 0.000000000000000000e+00
2.369630535230444579e+01 0.000000000000000000e+00
2.369749272936492446e+01 0.000000000000000000e+00
2.369868016592260673e+01 0.000000000000000000e+00
2.369986766198049466e+01 0.000000000000000000e+00
2.370105521754156186e+01 0.000000000000000000e+00
2.370224283260880682e+01 0.000000000000000000e+00
2.370343050718518541e+01 0.000000000000000000e+00
2.370461824127369255e+01 0.000000000000000000e+00
2.370580603487730542e+01 0.000000000000000000e+00
2.370699388799902607e+01 0.000000000000000000e+00
2.370818180064180680e+01 0.000000000000000000e+00
2.370936977280864610e+01 0.000000000000000000e+00
2.371055780450252115e+01 0.000000000000000000e+00
2.371174589572643399e+01 0.000000000000000000e+00
2.371293404648333691e+01 0.000000000000000000e+00
2.371412225677622843e+01 0.000000000000000000e+00
2.371531052660809280e+01 0.000000000000000000e+00
2.371649885598192498e+01 0.000000000000000000e+00
2.371768724490068081e+01 0.000000000000000000e+00
2.371887569336735879e+01 0.000000000000000000e+00
2.372006420138494320e+01 0.000000000000000000e+00
2.372125276895642898e+01 0.000000000000000000e+00
2.372244139608477553e+01 0.000000000000000000e+00
2.372363008277298135e+01 0.000000000000000000e+00
2.372481882902403072e+01 0.000000000000000000e+00
2.372600763484091857e+01 0.000000000000000000e+00
2.372719650022660787e+01 0.000000000000000000e+00
2.372838542518409000e+01 0.000000000000000000e+00
2.372957440971635634e+01 0.000000000000000000e+00
2.373076345382640184e+01 0.000000000000000000e+00
2.373195255751718946e+01 0.000000000000000000e+00
2.373314172079171058e+01 0.000000000000000000e+00
2.373433094365296014e+01 0.000000000000000000e+00
2.373552022610392598e+01 0.000000000000000000e+00
2.373670956814757815e+01 0.000000000000000000e+00
2.373789896978691161e+01 0.000000000000000000e+00
2.373908843102492128e+01 0.000000000000000000e+00
2.374027795186457723e+01 0.000000000000000000e+00
2.374146753230887086e+01 0.000000000000000000e+00
2.374265717236078999e+01 0.000000000000000000e+00
2.374384687202333666e+01 0.000000000000000000e+00
2.374503663129947384e+01 0.000000000000000000e+00
2.374622645019219647e+01 0.000000000000000000e+00
2.374741632870449592e+01 0.000000000000000000e+00
2.374860626683937070e+01 0.000000000000000000e+00
2.374979626459978022e+01 0.000000000000000000e+00
2.375098632198873005e+01 0.000000000000000000e+00
2.375217643900920805e+01 0.000000000000000000e+00
2.375336661566420915e+01 0.000000000000000000e+00
2.375455685195669986e+01 0.000000000000000000e+00
2.375574714788968222e+01 0.000000000000000000e+00
2.375693750346614053e+01 0.000000000000000000e+00
2.375812791868908036e+01 0.000000000000000000e+00
2.375931839356146469e+01 0.000000000000000000e+00
2.376050892808629555e+01 0.000000000000000000e+00
2.376169952226655724e+01 0.000000000000000000e+00
2.376289017610525534e+01 0.000000000000000000e+00
2.376408088960535636e+01 0.000000000000000000e+00
2.376527166276985881e+01 0.000000000000000000e+00
2.376646249560175050e+01 0.000000000000000000e+00
2.376765338810404060e+01 0.000000000000000000e+00
2.376884434027968496e+01 0.000000000000000000e+00
2.377003535213169627e+01 0.000000000000000000e+00
2.377122642366305882e+01 0.000000000000000000e+00
2.377241755487677466e+01 0.000000000000000000e+00
2.377360874577581029e+01 0.000000000000000000e+00
2.377479999636317132e+01 0.000000000000000000e+00
2.377599130664184557e+01 0.000000000000000000e+00
2.377718267661484219e+01 0.000000000000000000e+00
2.377837410628512060e+01 0.000000000000000000e+00
2.377956559565568639e+01 0.000000000000000000e+00
2.378075714472953095e+01 0.000000000000000000e+00
2.378194875350965987e+01 0.000000000000000000e+00
2.378314042199904321e+01 0.000000000000000000e+00
2.378433215020067948e+01 0.000000000000000000e+00
2.378552393811756005e+01 0.000000000000000000e+00
2.378671578575269407e+01 0.000000000000000000e+00
2.378790769310904807e+01 0.000000000000000000e+00
2.378909966018962763e+01 0.000000000000000000e+00
2.379029168699742058e+01 0.000000000000000000e+00
2.379148377353543964e+01 0.000000000000000000e+00
2.379267591980664420e+01 0.000000000000000000e+00
2.379386812581404698e+01 0.000000000000000000e+00
2.379506039156063935e+01 0.000000000000000000e+00
2.379625271704942691e+01 0.000000000000000000e+00
2.379744510228337617e+01 0.000000000000000000e+00
2.379863754726549629e+01 0.000000000000000000e+00
2.379983005199877866e+01 0.000000000000000000e+00
2.380102261648623241e+01 0.000000000000000000e+00
2.380221524073082762e+01 0.000000000000000000e+00
2.380340792473556633e+01 0.000000000000000000e+00
2.380460066850344703e+01 0.000000000000000000e+00
2.380579347203747176e+01 0.000000000000000000e+00
2.380698633534061770e+01 0.000000000000000000e+00
2.380817925841588689e+01 0.000000000000000000e+00
2.380937224126627783e+01 0.000000000000000000e+00
2.381056528389479254e+01 0.000000000000000000e+00
2.381175838630440822e+01 0.000000000000000000e+00
2.381295154849813045e+01 0.000000000000000000e+00
2.381414477047895417e+01 0.000000000000000000e+00
2.381533805224988498e+01 0.000000000000000000e+00
2.381653139381390005e+01 0.000000000000000000e+00
2.381772479517400498e+01 0.000000000000000000e+00
2.381891825633319471e+01 0.000000000000000000e+00
2.382011177729447837e+01 0.000000000000000000e+00
2.382130535806082960e+01 0.000000000000000000e+00
2.382249899863525400e+01 0.000000000000000000e+00
2.382369269902075359e+01 0.000000000000000000e+00
2.382488645922033399e+01 0.000000000000000000e+00
2.382608027923696881e+01 0.000000000000000000e+00
2.382727415907366719e+01 0.000000000000000000e+00
2.382846809873342764e+01 0.000000000000000000e+00
2.382966209821925929e+01 0.000000000000000000e+00
2.383085615753413578e+01 0.000000000000000000e+00
2.383205027668106624e+01 0.000000000000000000e+00
2.383324445566304917e+01 0.000000000000000000e+00
2.383443869448309727e+01 0.000000000000000000e+00
2.383563299314418060e+01 0.000000000000000000e+00
2.383682735164931543e+01 0.000000000000000000e+00
2.383802177000149314e+01 0.000000000000000000e+00
2.383921624820372998e+01 0.000000000000000000e+00
2.384041078625899601e+01 0.000000000000000000e+00
2.384160538417031105e+01 0.000000000000000000e+00
2.384280004194066649e+01 0.000000000000000000e+00
2.384399475957307502e+01 0.000000000000000000e+00
2.384518953707051381e+01 0.000000000000000000e+00
2.384638437443599557e+01 0.000000000000000000e+00
2.384757927167251523e+01 0.000000000000000000e+00
2.384877422878309261e+01 0.000000000000000000e+00
2.384996924577069777e+01 0.000000000000000000e+00
2.385116432263834341e+01 0.000000000000000000e+00
2.385235945938903157e+01 0.000000000000000000e+00
2.385355465602577851e+01 0.000000000000000000e+00
2.385474991255155430e+01 0.000000000000000000e+00
2.385594522896937519e+01 0.000000000000000000e+00
2.385714060528223968e+01 0.000000000000000000e+00
2.385833604149316756e+01 0.000000000000000000e+00
2.385953153760512890e+01 0.000000000000000000e+00
2.386072709362113997e+01 0.000000000000000000e+00
2.386192270954420636e+01 0.000000000000000000e+00
2.386311838537733365e+01 0.000000000000000000e+00
2.386431412112350614e+01 0.000000000000000000e+00
2.386550991678573652e+01 0.000000000000000000e+00
2.386670577236703750e+01 0.000000000000000000e+00
2.386790168787038979e+01 0.000000000000000000e+00
2.386909766329880966e+01 0.000000000000000000e+00
2.387029369865529205e+01 0.000000000000000000e+00
2.387148979394286030e+01 0.000000000000000000e+00
2.387268594916448805e+01 0.000000000000000000e+00
2.387388216432319510e+01 0.000000000000000000e+00
2.387507843942197994e+01 0.000000000000000000e+00
2.387627477446385882e+01 0.000000000000000000e+00
2.387747116945181602e+01 0.000000000000000000e+00
2.387866762438886425e+01 0.000000000000000000e+00
2.387986413927800555e+01 0.000000000000000000e+00
2.388106071412225617e+01 0.000000000000000000e+00
2.388225734892460039e+01 0.000000000000000000e+00
2.388345404368805447e+01 0.000000000000000000e+00
2.388465079841561689e+01 0.000000000000000000e+00
2.388584761311030746e+01 0.000000000000000000e+00
2.388704448777511047e+01 0.000000000000000000e+00
2.388824142241303861e+01 0.000000000000000000e+00
2.388943841702710102e+01 0.000000000000000000e+00
2.389063547162031043e+01 0.000000000000000000e+00
2.389183258619564754e+01 0.000000000000000000e+00
2.389302976075613572e+01 0.000000000000000000e+00
2.389422699530477701e+01 0.000000000000000000e+00
2.389542428984459121e+01 0.000000000000000000e+00
2.389662164437855907e+01 0.000000000000000000e+00
2.389781905890969682e+01 0.000000000000000000e+00
2.389901653344101717e+01 0.000000000000000000e+00
2.390021406797552928e+01 0.000000000000000000e+00
2.390141166251622451e+01 0.000000000000000000e+00
2.390260931706611558e+01 0.000000000000000000e+00
2.390380703162821163e+01 0.000000000000000000e+00
2.390500480620553603e+01 0.000000000000000000e+00
2.390620264080106239e+01 0.000000000000000000e+00
2.390740053541782117e+01 0.000000000000000000e+00
2.390859849005881088e+01 0.000000000000000000e+00
2.390979650472705487e+01 0.000000000000000000e+00
2.391099457942553741e+01 0.000000000000000000e+00
2.391219271415727832e+01 0.000000000000000000e+00
2.391339090892528318e+01 0.000000000000000000e+00
2.391458916373257892e+01 0.000000000000000000e+00
2.391578747858214271e+01 0.000000000000000000e+00
2.391698585347699790e+01 0.000000000000000000e+00
2.391818428842015365e+01 0.000000000000000000e+00
2.391938278341462976e+01 0.000000000000000000e+00
2.392058133846341406e+01 0.000000000000000000e+00
2.392177995356952636e+01 0.000000000000000000e+00
2.392297862873597225e+01 0.000000000000000000e+00
2.392417736396577865e+01 0.000000000000000000e+00
2.392537615926192984e+01 0.000000000000000000e+00
2.392657501462744563e+01 0.000000000000000000e+00
2.392777393006533870e+01 0.000000000000000000e+00
2.392897290557862888e+01 0.000000000000000000e+00
2.393017194117030044e+01 0.000000000000000000e+00
2.393137103684338385e+01 0.000000000000000000e+00
2.393257019260088114e+01 0.000000000000000000e+00
2.393376940844581924e+01 0.000000000000000000e+00
2.393496868438118241e+01 0.000000000000000000e+00
2.393616802040999758e+01 0.000000000000000000e+00
2.393736741653527034e+01 0.000000000000000000e+00
2.393856687276003115e+01 0.000000000000000000e+00
2.393976638908726073e+01 0.000000000000000000e+00
2.394096596551998601e+01 0.000000000000000000e+00
2.394216560206121969e+01 0.000000000000000000e+00
2.394336529871398511e+01 0.000000000000000000e+00
2.394456505548126657e+01 0.000000000000000000e+00
2.394576487236609452e+01 0.000000000000000000e+00
2.394696474937147812e+01 0.000000000000000000e+00
2.394816468650044072e+01 0.000000000000000000e+00
2.394936468375597016e+01 0.000000000000000000e+00
2.395056474114109690e+01 0.000000000000000000e+00
2.395176485865883009e+01 0.000000000000000000e+00
2.395296503631219309e+01 0.000000000000000000e+00
2.395416527410417729e+01 0.000000000000000000e+00
2.395536557203780959e+01 0.000000000000000000e+00
2.395656593011609914e+01 0.000000000000000000e+00
2.395776634834207997e+01 0.000000000000000000e+00
2.395896682671873279e+01 0.000000000000000000e+00
2.396016736524908808e+01 0.000000000000000000e+00
2.396136796393615853e+01 0.000000000000000000e+00
2.396256862278297106e+01 0.000000000000000000e+00
2.396376934179251705e+01 0.000000000000000000e+00
2.396497012096782342e+01 0.000000000000000000e+00
2.396617096031190286e+01 0.000000000000000000e+00
2.396737185982778584e+01 0.000000000000000000e+00
2.396857281951845664e+01 0.000000000000000000e+00
2.396977383938695283e+01 0.000000000000000000e+00
2.397097491943628000e+01 0.000000000000000000e+00
2.397217605966946863e+01 0.000000000000000000e+00
2.397337726008951364e+01 0.000000000000000000e+00
2.397457852069944195e+01 0.000000000000000000e+00
2.397577984150226627e+01 0.000000000000000000e+00
2.397698122250101704e+01 0.000000000000000000e+00
2.397818266369868567e+01 0.000000000000000000e+00
2.397938416509830262e+01 0.000000000000000000e+00
2.398058572670288058e+01 0.000000000000000000e+00
2.398178734851545357e+01 0.000000000000000000e+00
2.398298903053901299e+01 0.000000000000000000e+00
2.398419077277658218e+01 0.000000000000000000e+00
2.398539257523118806e+01 0.000000000000000000e+00
2.398659443790585044e+01 0.000000000000000000e+00
2.398779636080356781e+01 0.000000000000000000e+00
2.398899834392737063e+01 0.000000000000000000e+00
2.399020038728027515e+01 0.000000000000000000e+00
2.399140249086531185e+01 0.000000000000000000e+00
2.399260465468547210e+01 0.000000000000000000e+00
2.399380687874379348e+01 0.000000000000000000e+00
2.399500916304328513e+01 0.000000000000000000e+00
2.399621150758698107e+01 0.000000000000000000e+00
2.399741391237787980e+01 0.000000000000000000e+00
2.399861637741900822e+01 0.000000000000000000e+00
2.399981890271340035e+01 0.000000000000000000e+00
2.400102148826404758e+01 0.000000000000000000e+00
2.400222413407398392e+01 0.000000000000000000e+00
2.400342684014622563e+01 0.000000000000000000e+00
2.400462960648381028e+01 0.000000000000000000e+00
2.400583243308972925e+01 0.000000000000000000e+00
2.400703531996701301e+01 0.000000000000000000e+00
2.400823826711868492e+01 0.000000000000000000e+00
2.400944127454777899e+01 0.000000000000000000e+00
2.401064434225728661e+01 0.000000000000000000e+00
2.401184747025024180e+01 0.000000000000000000e+00
2.401305065852966791e+01 0.000000000000000000e+00
2.401425390709859542e+01 0.000000000000000000e+00
2.401545721596001925e+01 0.000000000000000000e+00
2.401666058511697699e+01 0.000000000000000000e+00
2.401786401457248843e+01 0.000000000000000000e+00
2.401906750432958759e+01 0.000000000000000000e+00
2.402027105439126942e+01 0.000000000000000000e+00
2.402147466476057147e+01 0.000000000000000000e+00
2.402267833544051001e+01 0.000000000000000000e+00
2.402388206643412616e+01 0.000000000000000000e+00
2.402508585774441485e+01 0.000000000000000000e+00
2.402628970937440656e+01 0.000000000000000000e+00
2.402749362132713173e+01 0.000000000000000000e+00
2.402869759360561730e+01 0.000000000000000000e+00
2.402990162621286530e+01 0.000000000000000000e+00
2.403110571915191329e+01 0.000000000000000000e+00
2.403230987242578109e+01 0.000000000000000000e+00
