# real space correlation function weights for Xi_- in Fourier space
# lowest theta boundary = 2.0
# highest theta boundary = 300.0
# number of theta bins = 9
# type of binning = log
# ell      W(ell)
1.000000000000000000e+00 1.131532997320666968e-10
1.000115137033713353e+00 -2.588758421890950576e-11
1.000230287323963241e+00 -5.428140962446385208e-11
1.000345450872275777e+00 -3.475799437131897631e-11
1.000460627680177739e+00 -5.981623880876973665e-11
1.000575817749195906e+00 4.653391164191716034e-11
1.000691021080856835e+00 5.761247124422149587e-11
1.000806237676687527e+00 8.975194619088765488e-11
1.000921467538215426e+00 5.056813272260937703e-11
1.001036710666967755e+00 4.143069445219608494e-11
1.001151967064471959e+00 1.467913523384683768e-11
1.001267236732256150e+00 -7.730077259726212981e-11
1.001382519671847771e+00 -4.388333400008790093e-11
1.001497815884775155e+00 -3.693889186357534146e-11
1.001613125372566415e+00 -4.451341103924348514e-11
1.001728448136750105e+00 -5.466067885739815904e-11
1.001843784178854779e+00 -8.519010911037199859e-11
1.001959133500409216e+00 8.402909084853427780e-11
1.002074496102942414e+00 4.852954689954081739e-11
1.002189871987983594e+00 2.847332943230862688e-11
1.002305261157061755e+00 6.550500614528414275e-11
1.002420663611706564e+00 6.752728267663922736e-11
1.002536079353447684e+00 7.620593689568442239e-11
1.002651508383815004e+00 -1.532260186384711939e-11
1.002766950704338633e+00 -6.143985198700869077e-11
1.002882406316548458e+00 9.130851312962885064e-12
1.002997875221974811e+00 -7.370383973821293129e-11
1.003113357422148688e+00 7.299767192572955330e-11
1.003228852918600422e+00 3.087100551514403676e-11
1.003344361712861232e+00 4.924613485625567079e-11
1.003459883806461672e+00 3.623909970904579795e-11
1.003575419200933405e+00 6.309561487910286427e-11
1.003690967897807873e+00 3.799356965486899212e-11
1.003806529898616517e+00 -5.672573886623637435e-11
1.003922105204891002e+00 -4.614827415762975644e-11
1.004037693818163435e+00 -6.649480392309452605e-11
1.004153295739966145e+00 -4.658832753737420256e-11
1.004268910971831019e+00 9.948906166212736272e-11
1.004384539515290831e+00 5.802262047978295063e-11
1.004500181371878131e+00 7.779616706819116338e-11
1.004615836543125695e+00 5.237184099075564162e-11
1.004731505030566741e+00 6.765691758000464695e-11
1.004847186835734263e+00 4.685202152769289435e-11
1.004962881960161702e+00 -7.198809794660146122e-11
1.005078590405382499e+00 -6.997142225513251073e-11
1.005194312172930537e+00 -8.298859869855671006e-11
1.005310047264339479e+00 -1.046786332383816716e-11
1.005425795681143875e+00 5.609621755047519068e-11
1.005541557424877386e+00 5.482036576628958113e-11
1.005657332497074785e+00 5.673088027835282076e-11
1.005773120899270401e+00 7.376231400630100030e-11
1.005888922632999449e+00 8.833190068735597129e-11
1.006004737699796259e+00 6.812565825390297512e-11
1.006120566101196712e+00 5.459774531330254876e-11
1.006236407838735580e+00 -5.827066591855083972e-11
1.006352262913948303e+00 -5.210984417282102493e-11
1.006468131328370985e+00 -7.717247151692208484e-11
1.006584013083539064e+00 -3.310031315738053411e-11
1.006699908180988645e+00 -8.476692044554996814e-11
1.006815816622256055e+00 3.018683589531724038e-11
1.006931738408877619e+00 1.438686515109995927e-11
1.007047673542389887e+00 8.594115523265838039e-11
1.007163622024329408e+00 8.012597737463843235e-11
1.007279583856233174e+00 5.307013128085267411e-11
1.007395559039638400e+00 -2.740511468506395150e-11
1.007511547576082078e+00 4.185674543461306245e-11
1.007627549467101868e+00 -6.548205935607664104e-11
1.007743564714235429e+00 -4.337056137394188062e-11
1.007859593319020197e+00 -4.162086069292709203e-11
1.007975635282994498e+00 -7.766932650426124415e-11
1.008091690607696211e+00 6.610149400531544280e-11
1.008207759294663886e+00 6.371828383506296999e-11
1.008323841345435845e+00 5.936426661242961968e-11
1.008439936761550637e+00 5.029771187301497497e-11
1.008556045544547475e+00 7.780949371820234445e-11
1.008672167695965127e+00 -5.160645631626971499e-11
1.008788303217342808e+00 -4.719005745925473571e-11
1.008904452110219951e+00 -2.909064657435918290e-11
1.009020614376135994e+00 2.928239932621069770e-11
1.009136790016630814e+00 6.653794407170049310e-11
1.009252979033244291e+00 5.066094531648225452e-11
1.009369181427516526e+00 6.688616129665539068e-11
1.009485397200987622e+00 6.853100249046488403e-11
1.009601626355198345e+00 6.754165671126570569e-11
1.009717868891689019e+00 -2.664031954539520172e-11
1.009834124812000411e+00 3.220798312320125945e-11
1.009950394117673733e+00 -7.522882482797722749e-12
1.010066676810249975e+00 2.712483661016359991e-11
1.010182972891270570e+00 -1.288099336600489628e-11
1.010299282362276951e+00 -8.630182179576082875e-11
1.010415605224810776e+00 -7.882467457616668678e-11
1.010531941480414142e+00 3.605095441062152504e-11
1.010648291130628706e+00 6.556911863053612316e-11
1.010764654176996791e+00 1.240097554186727504e-10
1.010881030621061161e+00 6.259463080092035302e-11
1.010997420464363916e+00 -3.363173521111817772e-11
1.011113823708447823e+00 8.092040992452418382e-11
1.011230240354856091e+00 3.848067319757375010e-11
1.011346670405131931e+00 -3.214567859282456362e-11
1.011463113860818108e+00 -7.522807243110591402e-11
1.011579570723458499e+00 -9.343782040153196235e-11
1.011696040994596535e+00 1.001662613324212263e-10
1.011812524675776093e+00 6.533721139318301397e-11
1.011929021768541270e+00 7.658092564297982641e-11
1.012045532274436166e+00 4.377656949252576729e-11
1.012162056195004878e+00 6.632010765611096407e-11
1.012278593531792392e+00 6.869950406150570322e-11
1.012395144286343029e+00 3.373506420413515206e-11
1.012511708460201998e+00 -2.661204368762684124e-11
1.012628286054914062e+00 -5.671310584639686435e-11
1.012744877072024652e+00 -4.465334949813026836e-11
1.012861481513078976e+00 -3.673239069687641652e-11
1.012978099379622909e+00 3.718322560971804294e-11
1.013094730673202104e+00 4.353236324744360757e-11
1.013211375395362435e+00 2.338193083461693749e-11
1.013328033547649998e+00 4.683872299696917417e-11
1.013444705131611112e+00 3.859967696598207014e-11
1.013561390148792540e+00 -4.750264216755155047e-11
1.013678088600740601e+00 -5.419810807976749916e-11
1.013794800489002057e+00 5.944379923771173236e-11
1.013911525815124337e+00 -1.013230340374855754e-10
1.014028264580654426e+00 -7.431340362243284099e-11
1.014145016787139753e+00 -7.995679963078829745e-11
1.014261782436127746e+00 6.784344580259684353e-11
1.014378561529166278e+00 6.173747075760281765e-11
1.014495354067803001e+00 4.431092947488882922e-11
1.014612160053586232e+00 1.000148251140041765e-10
1.014728979488064287e+00 3.776193450042538672e-11
1.014845812372785483e+00 2.901134275436223049e-11
1.014962658709298582e+00 -5.925157976701338430e-11
1.015079518499152123e+00 -4.117989611458598111e-11
1.015196391743895088e+00 -4.975775174458626516e-11
1.015313278445076905e+00 -5.854963976661829879e-11
1.015430178604246780e+00 -9.905325721797304774e-11
1.015547092222954362e+00 5.781072191170188356e-11
1.015664019302749077e+00 4.758372997689154641e-11
1.015780959845181020e+00 8.487074909424826051e-11
1.015897913851799839e+00 3.692863150182990809e-11
1.016014881324156294e+00 8.928772975981499467e-11
1.016131862263800700e+00 -6.426128961422467692e-11
1.016248856672283152e+00 -6.472808897307352071e-11
1.016365864551155074e+00 -5.924718392670081686e-11
1.016482885901966782e+00 -6.478305373385625369e-11
1.016599920726269923e+00 1.039459689406835567e-10
1.016716969025615480e+00 5.439376806565251382e-11
1.016834030801555100e+00 8.740934213485016936e-11
1.016951106055640430e+00 7.052463360342617424e-11
1.017068194789423119e+00 8.786687223103303782e-11
1.017185297004455258e+00 5.035151352210961102e-11
1.017302412702289161e+00 2.765202044335184703e-11
1.017419541884477141e+00 -5.483513704905638448e-11
1.017536684552571513e+00 -2.653322465449593642e-11
1.017653840708125479e+00 -4.856049805685116201e-11
1.017771010352691574e+00 7.840469353825929448e-11
1.017888193487823001e+00 7.802872476423881228e-11
1.018005390115072961e+00 6.317116114636936843e-11
1.018122600235994879e+00 8.898237240962019979e-11
1.018239823852142623e+00 5.218436287998919161e-11
1.018357060965069616e+00 3.673105609079135788e-11
1.018474311576330171e+00 -3.180624006809338402e-11
1.018591575687478157e+00 4.559275147238804839e-11
1.018708853300068329e+00 -6.935881283913155096e-12
1.018826144415654777e+00 -3.355016103582049972e-11
1.018943449035792259e+00 -6.546693894584905252e-11
1.019060767162035752e+00 -6.199695858049663334e-11
1.019178098795940457e+00 6.063171921781878751e-11
1.019295443939061352e+00 7.000645828686597452e-11
1.019412802592954082e+00 6.433382466988334920e-11
1.019530174759173846e+00 5.555985293934452499e-11
1.019647560439276957e+00 5.562253865937118189e-11
1.019764959634818835e+00 6.209678434082233818e-11
1.019882372347356014e+00 -5.660483997608572317e-11
